IBGE7,IBGE_2,NU_IDENTIFICADOR,Região,UF,codigo_ibge,q0_1,q1_1,q1_2,q3,q7,q8,incompletos,IBGE,uf_s,Região_2,UF_2,Municipio_2013,area,Pop_Total2010,Pop_Urbana2010,Pop_Rural2010,Porte_pop2010
2910305,291030,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291030,BA,Região Nordeste,BA,Elísio Medrado,199.54,7947,3248,4699,Pequeno I
2910404,291040,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291040,BA,Região Nordeste,BA,Encruzilhada,2041.09,23766,5130,18636,Pequeno II
2910503,291050,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291050,BA,Região Nordeste,BA,Entre Rios,1235.82,39872,23840,16032,Pequeno II
2910602,291060,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291060,BA,Região Nordeste,BA,Esplanada,1370.69,32802,20822,11980,Pequeno II
2910701,291070,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291070,BA,Região Nordeste,BA,Euclides da Cunha,2324.97,56289,27416,28873,Médio
2910727,291072,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291072,BA,Região Nordeste,BA,Eunápolis,1196.7,100196,93413,6783,Grande
2910750,291075,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291075,BA,Região Nordeste,BA,Fátima,356.28,17652,6916,10736,Pequeno I
2910800,291080,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291080,BA,Região Nordeste,BA,Feira de Santana,1362.88,556642,510635,46007,Grande
2910859,291085,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291085,BA,Região Nordeste,BA,Filadélfia,564.02,16740,9022,7718,Pequeno I
2910909,291090,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291090,BA,Região Nordeste,BA,Firmino Alves,159.4,5384,4337,1047,Pequeno I
2911006,291100,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291100,BA,Região Nordeste,BA,Floresta Azul,351.6,10660,7343,3317,Pequeno I
2911105,291110,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291110,BA,Região Nordeste,BA,Formosa do Rio Preto,16185.17,22528,13647,8881,Pequeno II
2911303,291130,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291130,BA,Região Nordeste,BA,Gentio do Ouro,3671.24,10622,5350,5272,Pequeno I
2911402,291140,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291140,BA,Região Nordeste,BA,Glória,1402.49,15076,2827,12249,Pequeno I
2911501,291150,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291150,BA,Região Nordeste,BA,Gongogi,198.31,8357,5358,2999,Pequeno I
2911600,291160,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291160,BA,Região Nordeste,BA,Governador Mangabeira,94.36,19818,7417,12401,Pequeno I
2911709,291170,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291170,BA,Região Nordeste,BA,Guanambi,1301.8,78833,62565,16268,Médio
2911808,291180,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291180,BA,Região Nordeste,BA,Guaratinga,2324.32,22165,10425,11740,Pequeno II
2911857,291185,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291185,BA,Região Nordeste,BA,Heliópolis,324.01,13192,5428,7764,Pequeno I
2911907,291190,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291190,BA,Região Nordeste,BA,Iaçu,2442.84,25736,20168,5568,Pequeno II
2912004,291200,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291200,BA,Região Nordeste,BA,Ibiassucê,382.47,10062,4706,5356,Pequeno I
2912103,291210,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291210,BA,Região Nordeste,BA,Ibicaraí,217.91,24272,17885,6387,Pequeno II
2912202,291220,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291220,BA,Região Nordeste,BA,Ibicoara,977.17,17282,10961,6321,Pequeno I
2912301,291230,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291230,BA,Região Nordeste,BA,Ibicuí,1163.3,15785,11964,3821,Pequeno I
2912400,291240,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291240,BA,Região Nordeste,BA,Ibipeba,1417.14,17008,10049,6959,Pequeno I
2912509,291250,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291250,BA,Região Nordeste,BA,Ibipitanga,945.22,14171,5155,9016,Pequeno I
2912608,291260,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291260,BA,Região Nordeste,BA,Ibiquera,1010.78,4866,2461,2405,Pequeno I
2912707,291270,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291270,BA,Região Nordeste,BA,Ibirapitanga,470.26,22598,6163,16435,Pequeno II
2912806,291280,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291280,BA,Região Nordeste,BA,Ibirapuã,786.06,7956,4532,3424,Pequeno I
2912905,291290,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291290,BA,Região Nordeste,BA,Ibirataia,226.14,18943,15742,3201,Pequeno I
2913101,291310,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291310,BA,Região Nordeste,BA,Ibititá,564.92,17840,8338,9502,Pequeno I
2913200,291320,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291320,BA,Região Nordeste,BA,Ibotirama,1391.23,25424,19501,5923,Pequeno II
2913309,291330,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291330,BA,Região Nordeste,BA,Ichu,127.97,5255,3365,1890,Pequeno I
2913408,291340,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291340,BA,Região Nordeste,BA,Igaporã,789.25,15205,7864,7341,Pequeno I
2913457,291345,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291345,BA,Região Nordeste,BA,Igrapiúna,512.84,13343,4275,9068,Pequeno I
2913507,291350,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291350,BA,Região Nordeste,BA,Iguaí,833.33,25705,14580,11125,Pequeno II
2913606,291360,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291360,BA,Região Nordeste,BA,Ilhéus,1840.99,184236,155281,28955,Grande
2913705,291370,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291370,BA,Região Nordeste,BA,Inhambupe,1163.56,36306,15635,20671,Pequeno II
2913903,291390,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291390,BA,Região Nordeste,BA,Ipiaú,286.6,44390,40384,4006,Pequeno II
2914000,291400,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291400,BA,Região Nordeste,BA,Ipirá,3023.66,59343,29009,30334,Médio
2914208,291420,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291420,BA,Região Nordeste,BA,Irajuba,383.37,7002,3273,3729,Pequeno I
2914307,291430,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291430,BA,Região Nordeste,BA,Iramaia,1948.49,11990,5404,6586,Pequeno I
2914406,291440,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291440,BA,Região Nordeste,BA,Iraquara,800.33,22601,6757,15844,Pequeno II
2914505,291450,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291450,BA,Região Nordeste,BA,Irará,239.66,27466,11246,16220,Pequeno II
2914604,291460,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291460,BA,Região Nordeste,BA,Irecê,313.7,66181,61019,5162,Médio
2914653,291465,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291465,BA,Região Nordeste,BA,Itabela,853.27,28390,21384,7006,Pequeno II
2914703,291470,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291470,BA,Região Nordeste,BA,Itaberaba,2357.19,61631,48485,13146,Médio
2914802,291480,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291480,BA,Região Nordeste,BA,Itabuna,443.2,204667,199643,5024,Grande
2915007,291500,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291500,BA,Região Nordeste,BA,Itaeté,1194.49,14924,6209,8715,Pequeno I
2915106,291510,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291510,BA,Região Nordeste,BA,Itagi,303.46,13051,10210,2841,Pequeno I
2915205,291520,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291520,BA,Região Nordeste,BA,Itagibá,810.34,15193,9572,5621,Pequeno I
2915304,291530,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291530,BA,Região Nordeste,BA,Itagimirim,817.31,7110,5649,1461,Pequeno I
2915403,291540,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291540,BA,Região Nordeste,BA,Itaju do Colônia,1217.54,7309,5860,1449,Pequeno I
2915502,291550,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291550,BA,Região Nordeste,BA,Itajuípe,295.91,21081,16839,4242,Pequeno II
2915601,291560,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291560,BA,Região Nordeste,BA,Itamaraju,2369.91,63069,49785,13284,Médio
2915700,291570,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291570,BA,Região Nordeste,BA,Itamari,131.47,7903,5839,2064,Pequeno I
2915809,291580,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291580,BA,Região Nordeste,BA,Itambé,1625.68,23089,19698,3391,Pequeno II
2915908,291590,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291590,BA,Região Nordeste,BA,Itanagra,452.38,7598,2327,5271,Pequeno I
2916005,291600,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291600,BA,Região Nordeste,BA,Itanhém,1445.06,20216,14206,6010,Pequeno II
2916104,291610,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291610,BA,Região Nordeste,BA,Itaparica,115.92,20725,20725, ,Pequeno II
2916203,291620,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291620,BA,Região Nordeste,BA,Itapé,443.27,10995,7180,3815,Pequeno I
2916302,291630,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291630,BA,Região Nordeste,BA,Itapebi,972.04,10495,8268,2227,Pequeno I
2916401,291640,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291640,BA,Região Nordeste,BA,Itapetinga,1609.52,68273,66276,1997,Médio
2916500,291650,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291650,BA,Região Nordeste,BA,Itapicuru,1550.83,32261,6675,25586,Pequeno II
2916609,291660,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291660,BA,Região Nordeste,BA,Itapitanga,410.42,10207,7591,2616,Pequeno I
2916708,291670,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291670,BA,Região Nordeste,BA,Itaquara,296.9,7678,4608,3070,Pequeno I
2916807,291680,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291680,BA,Região Nordeste,BA,Itarantim,1783.75,18539,15302,3237,Pequeno I
2916856,291685,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291685,BA,Região Nordeste,BA,Itatim,574.26,14522,10112,4410,Pequeno I
2916906,291690,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291690,BA,Região Nordeste,BA,Itiruçu,302.93,12693,9526,3167,Pequeno I
2917003,291700,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291700,BA,Região Nordeste,BA,Itiúba,1730.79,36113,9699,26414,Pequeno II
2917102,291710,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291710,BA,Região Nordeste,BA,Itororó,330.72,19914,18100,1814,Pequeno I
2917300,291730,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291730,BA,Região Nordeste,BA,Ituberá,417.54,26591,19252,7339,Pequeno II
2917334,291733,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291733,BA,Região Nordeste,BA,Iuiú,1095.71,10900,5284,5616,Pequeno I
2917359,291735,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291735,BA,Região Nordeste,BA,Jaborandi,9479.85,8973,3040,5933,Pequeno I
2917409,291740,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291740,BA,Região Nordeste,BA,Jacaraci,1241.92,13651,4923,8728,Pequeno I
2917508,291750,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291750,BA,Região Nordeste,BA,Jacobina,2319.82,79247,55868,23379,Médio
2917607,291760,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291760,BA,Região Nordeste,BA,Jaguaquara,960.4,51011,38850,12161,Médio
2917904,291790,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291790,BA,Região Nordeste,BA,Jandaíra,642.65,10331,6147,4184,Pequeno I
2918001,291800,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291800,BA,Região Nordeste,BA,Jequié,3035.42,151895,139426,12469,Grande
2918100,291810,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291810,BA,Região Nordeste,BA,Jeremoabo,4761.11,37680,17437,20243,Pequeno II
2918308,291830,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291830,BA,Região Nordeste,BA,Jitaúna,332.81,14115,9260,4855,Pequeno I
2918357,291835,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291835,BA,Região Nordeste,BA,João Dourado,984.02,22549,13569,8980,Pequeno II
2918456,291845,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291845,BA,Região Nordeste,BA,Jucuruçu,1438.46,10290,2292,7998,Pequeno I
2918506,291850,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291850,BA,Região Nordeste,BA,Jussara,886.02,15052,10052,5000,Pequeno I
2918555,291855,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291855,BA,Região Nordeste,BA,Jussari,356.74,6474,4876,1598,Pequeno I
2918605,291860,2918403310476,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE JUAZEIRO, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,291860,BA,Região Nordeste,BA,Jussiape,523.4,8031,3068,4963,Pequeno I
