NU_IDENTIFICADOR;IBGE;q33_3;q33_9;q33_10;q33_11;q33_12;q33_13;q33_14;q33_15_1;q33_15_2;IBGE7;UF;Regiao;Município;areaKm2;Nome_UF;Pop_total_2022;Porte_pop2022;Q_incompleto;DataCenso;DataCenso_2023;Faixas_etarias;d33_9;d33_11;d33_9bin1;d33_9bin2;d33_9bin3;d33_10bin1;d33_10bin2;d33_10bin3;d33_10bin4;d33_10bin5;d33_11bin1;d33_11bin2;d33_11bin3;d33_11bin4;d33_9bin1_sum;d33_9bin2_sum;d33_9bin3_sum;d33_10bin1_sum;d33_10bin2_sum;d33_10bin3_sum;d33_10bin4_sum;d33_10bin5_sum;d33_11bin1_sum;d33_11bin2_sum;d33_11bin3_sum;d33_11bin4_sum;nu_trabalhadores;d33_15_1_1bin_Gestão;d33_15_1_1bin_PopRua;d33_15_1_1bin_Abordagem;d33_15_1_1bin_Cadastramento;d33_15_1_1bin_Outros;d33_15_2_1bin_Gestão;d33_15_2_1bin_PopRua;d33_15_2_1bin_Abordagem;d33_15_2_1bin_Cadastramento;d33_15_2_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d33_15_1_1bin_Gestão_sum;d33_15_1_1bin_PopRua_sum;d33_15_1_1bin_Abordagem_sum;d33_15_1_1bin_Cadastramento_sum;d33_15_1_1bin_Outros_sum;d33_15_2_1bin_Gestão_sum;d33_15_2_1bin_PopRua_sum;d33_15_2_1bin_Abordagem_sum;d33_15_2_1bin_Cadastramento_sum;d33_15_2_1bin_Outros_sum
43149098149;431490; Feminino; Especialização; Psicóloga(o); Terceirizado; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;01/03/2023; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Feminino; Médio Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 41 a 44 horas semanais;05/10/2023; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023; ;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Outros; De 41 a 44 horas semanais;22/02/2022; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Masculino; Médio Completo; Sem formação profissional; Terceirizado; Outros; De 41 a 44 horas semanais;02/08/2023; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Feminino; Superior Completo; Assistente Social; Terceirizado; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;01/10/2022; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Masculino; Superior Incompleto; Profissional de nível médio; Terceirizado; Educador(a) Social; De 41 a 44 horas semanais;22/11/2023; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Coordenador(a); De 31 a 40 horas semanais;02/05/2023; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Masculino; Médio Completo; Sem formação profissional; Terceirizado; Educador(a) Social; De 41 a 44 horas semanais;07/11/2019; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Educador(a) Social; De 41 a 44 horas semanais;28/11/2023; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Serviços Gerais; De 41 a 44 horas semanais;01/04/2019; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Apoio Administrativo; De 41 a 44 horas semanais;02/06/2020; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Feminino; Fundamental Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 41 a 44 horas semanais;13/08/2021; ; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;19; ; ; ; ; ; ; ; 
43149098149;431490; Feminino; Superior Completo; Assistente Social; Terceirizado; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;21/03/2023; Serviço Especializado para Pessoas em Situação de Rua; ;4314902;Rio Grande do Sul;Região Sul;Porto Alegr;496,682;RS;1332833;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;14;5;1;4;0;0;1;1;0;0;19;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;19; ; ; ; ; ; ; ; 
43156098076;431560; Masculino; Superior Completo; Sem formação profissional; Servidor Estatutário; Educador(a) Social; De 21 a 30 horas semanais;02/05/2023; Serviço Especializado para Pessoas em Situação de Rua; ;4315602;Rio Grande do Sul;Região Sul;Rio Grande;2709,522;RS;191900;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;1;2;4;0;2;0;0;1;4;0;0;3;7; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;1;3; ; ;2; ; ; ; ; 
43156098076;431560; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Serviços Gerais; De 11 a 20 horas semanais;01/08/2021; Outros; ;4315602;Rio Grande do Sul;Região Sul;Rio Grande;2709,522;RS;191900;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;4;0;2;0;0;1;4;0;0;3;7; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3; ; ;2; ; ; ; ; 
43156098076;431560; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;17/11/2021; Serviço Especializado para Pessoas em Situação de Rua; ;4315602;Rio Grande do Sul;Região Sul;Rio Grande;2709,522;RS;191900;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;1;2;4;0;2;0;0;1;4;0;0;3;7; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;1;3; ; ;2; ; ; ; ; 
43156098076;431560; Feminino; Fundamental Incompleto; Sem formação profissional; Terceirizado; Serviços Gerais; De 21 a 30 horas semanais;06/06/2022; ; ;4315602;Rio Grande do Sul;Região Sul;Rio Grande;2709,522;RS;191900;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;4;0;2;0;0;1;4;0;0;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ;2; ; ; ; ; 
43156098076;431560; Masculino; Médio Completo; Sem formação profissional; Terceirizado; Outros; De 31 a 40 horas semanais;07/02/2022; Outros; ;4315602;Rio Grande do Sul;Região Sul;Rio Grande;2709,522;RS;191900;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;4;0;2;0;0;1;4;0;0;3;7; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3; ; ;2; ; ; ; ; 
43156098076;431560; Feminino; Especialização; Assistente Social; Servidor Estatutário; Educador(a) Social; De 21 a 30 horas semanais;09/08/2023; Serviço Especializado para Pessoas em Situação de Rua; ;4315602;Rio Grande do Sul;Região Sul;Rio Grande;2709,522;RS;191900;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;1;2;4;0;2;0;0;1;4;0;0;3;7; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;1;3; ; ;2; ; ; ; ; 
43187097556;431870; Feminino; Superior Completo; Psicóloga(o); Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;02/02/2023; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;4318705;Rio Grande do Sul;Região Sul;São Leopold;102,738;RS;217409;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;0;3;3;0;2;0;0;1;4;0;0;2;6; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;1;5; ; ; ; ;1;5; ; 
43187097556;431870; Feminino; Superior Incompleto; Profissional de nível médio; Servidor Estatutário; Coordenador(a); De 31 a 40 horas semanais;01/08/2021; Atividades de gestão (administrativo); Serviço Especializado para Pessoas em Situação de Rua;4318705;Rio Grande do Sul;Região Sul;São Leopold;102,738;RS;217409;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;0;3;3;0;2;0;0;1;4;0;0;2;6;Atividades de gestão (administrativo); ; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ;1;1; ; ; ;1;5; ; ; ; ;1;5; ; 
43187097556;431870; Masculino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;23/08/2022; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;4318705;Rio Grande do Sul;Região Sul;São Leopold;102,738;RS;217409;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;0;3;3;0;2;0;0;1;4;0;0;2;6; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;1;5; ; ; ; ;1;5; ; 
43187097556;431870; Masculino; Superior Incompleto; Profissional de nível médio; Outro vínculo não permanente; Estagiário(a); De 21 a 30 horas semanais;22/03/2023; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;4318705;Rio Grande do Sul;Região Sul;São Leopold;102,738;RS;217409;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;3;3;0;2;0;0;1;4;0;0;2;6; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;1;5; ; ; ; ;1;5; ; 
43187097556;431870; Feminino; Superior Completo; Assistente Social; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;28/04/2022; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;4318705;Rio Grande do Sul;Região Sul;São Leopold;102,738;RS;217409;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;0;3;3;0;2;0;0;1;4;0;0;2;6; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;1;5; ; ; ; ;1;5; ; 
43187097556;431870; Masculino; Médio Completo; Profissional de nível médio; Servidor Estatutário; Outros; De 31 a 40 horas semanais;09/03/2023; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;4318705;Rio Grande do Sul;Região Sul;São Leopold;102,738;RS;217409;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;0;3;3;0;2;0;0;1;4;0;0;2;6; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;1;5; ; ; ; ;1;5; ; 
43230097950;432300; Masculino; Superior Completo; Pedagoga(o); Terceirizado; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;05/10/2023; Serviço de Abordagem Social; Outros;4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;7;1;3;0;0;2;4;0;1;9;14; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Feminino; Superior Completo; Psicóloga(o); Terceirizado; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;15/07/2021; Serviço Especializado para Pessoas em Situação de Rua; Outros;4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;0;7;7;1;3;0;0;2;4;0;1;9;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Feminino; Superior Completo; Psicóloga(o); Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;11/12/2023; Serviço Especializado para Pessoas em Situação de Rua; Outros;4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;0;7;7;1;3;0;0;2;4;0;1;9;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Feminino; Médio Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 31 a 40 horas semanais;01/03/2021; Atividades de gestão (administrativo); Outros;4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;7;1;3;0;0;2;4;0;1;9;14;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Feminino; Superior Incompleto; Profissional de nível médio; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;17/03/2023; Serviço de Abordagem Social; Atividades de gestão (administrativo);4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;7;1;3;0;0;2;4;0;1;9;14; ; ;Serviço de Abordagem Social; ; ;Atividades de gestão (administrativo); ; ; ; ;1; ;1; ; ;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Feminino; Superior Completo; Outra(o) profissional de nível superior; Comissionado; Coordenador(a); De 31 a 40 horas semanais;05/09/2022; Atividades de gestão (administrativo); Outros;4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ; ; ; ;Comissionado; ;0;7;7;1;3;0;0;2;4;0;1;9;14;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Apoio Administrativo; De 31 a 40 horas semanais;17/03/2023; Outros; Atividades de gestão (administrativo);4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;7;1;3;0;0;2;4;0;1;9;14; ; ; ; ;Outros;Atividades de gestão (administrativo); ; ; ; ;1; ; ; ;1;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Masculino; Superior Incompleto; Profissional de nível médio; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;12/05/2023; Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); Outros;4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;7;1;3;0;0;2;4;0;1;9;14; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ; ; ; ; ;Outros; ; ; ;1;1;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;02/01/2017; Serviço Especializado para Pessoas em Situação de Rua; Outros;4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;0;7;7;1;3;0;0;2;4;0;1;9;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Masculino; Médio Completo; Sem formação profissional; Servidor Estatutário; Outros; De 31 a 40 horas semanais;31/07/2023; Atividades de gestão (administrativo); Outros;4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;0;7;7;1;3;0;0;2;4;0;1;9;14;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Feminino; Superior Incompleto; Sem formação profissional; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;02/09/2022; Serviço de Abordagem Social; Atividades de gestão (administrativo);4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;7;1;3;0;0;2;4;0;1;9;14; ; ;Serviço de Abordagem Social; ; ;Atividades de gestão (administrativo); ; ; ; ;1; ;1; ; ;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;12/05/2023; Serviço Especializado para Pessoas em Situação de Rua; Outros;4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;7;1;3;0;0;2;4;0;1;9;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Feminino; Especialização; Assistente Social; Terceirizado; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;22/11/2021; Serviço de Abordagem Social; Atividades de gestão (administrativo);4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;7;1;3;0;0;2;4;0;1;9;14; ; ;Serviço de Abordagem Social; ; ;Atividades de gestão (administrativo); ; ; ; ;1; ;1; ; ;3;4;5;1;1;5; ; ; ;9
43230097950;432300; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;27/05/2020; Serviço de Abordagem Social; Atividades de gestão (administrativo);4323002;Rio Grande do Sul;Região Sul;Viamão;1497,094;RS;224124;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;0;7;7;1;3;0;0;2;4;0;1;9;14; ; ;Serviço de Abordagem Social; ; ;Atividades de gestão (administrativo); ; ; ; ;1; ;1; ; ;3;4;5;1;1;5; ; ; ;9
50027095878;500270; Feminino; Médio Completo; Profissional de nível médio; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;13/08/2021; Serviço Especializado para Pessoas em Situação de Rua; ;5002704;Mato Grosso do Sul;Região Centro Oeste;Campo Grand;8092,951;MS;898100;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;10;10;1;3;0;1;4;0;0;1;21;22; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;6;9;1;1;3; ; ; ; ; 
50027095878;500270; Masculino; Especialização; Advogada(o); Servidor Temporário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;04/07/2022; Serviço Especializado para Pessoas em Situação de Rua; ;5002704;Mato Grosso do Sul;Região Centro Oeste;Campo Grand;8092,951;MS;898100;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;2;10;10;1;3;0;1;4;0;0;1;21;22; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;6;9;1;1;3; ; ; ; ; 
