codigo_ibge;NU_IDENTIFICADOR;q01;q02;q03;q04;q05;q06;q07;q08;q09;q010;q011;q012;q013;q014;q015;Latitude;Longitude;q1;q2;q3;q4_1;q4_2;q4_3;q4_0;q4_98;q5_1;q5_2;q5_99;q5_0;q5_99_1;q6;q7;q8;q9;q10;q11;q12;q12_98;q13;q14;q15;q16;q16_98;q17_1_1;q17_1_2;q17_1_3;q17_1_4;q17_1_5;q17_1_6;q17_1_7;q17_1_8;q17_1_9;q17_2_1;q17_2_2;q17_2_3;q17_2_4;q17_2_5;q17_2_6;q17_2_7;q17_2_8;q17_2_9;q18_1;q18_1_98;q18_2;q18_2_98;q18_3;q18_3_98;q19_1;q19_2;q19_3;q19_4;q19_5;q19_6;q19_7;q19_8;q19_9;q19_10;q20_1;q20_1_98;q20_2;q20_2_98;q20_3;q20_3_98;q20_4;q20_4_98;q20_5;q20_5_98;q20_6;q20_6_98;q21_1;q21_1_98;q21_2;q21_2_98;q21_3;q21_3_98;q22_1;q22_1_98;q22_2;q22_2_98;q22_3;q22_3_98;q22_4;q22_4_98;q22_5;q22_5_98;q23;q23_98;q24_1;q24_2;q24_3;q24_4;q24_5;q24_6;q24_7;q24_8;q24_9;q24_10;q24_11;q24_12;q24_13;q24_14;q24_15;q24_16;q24_17;q24_18;q24_19;q24_20;q24_21;q24_22;q24_23;q24_24;q24_25;q24_26;q25;q26_1;q26_2;q26_3;q27_1;q27_2;q27_3;q27_99;q27_0;q27_99_1;q28;q29;q30_1;q30_2;q30_3;q30_4;q30_99;q30_98;q30_0;q30_99_1;q31;q32_1;q32_2;q33_1;q33_2;q33_3;q33_0;q33_1_99;q33_2_99;q33_3_99;q34_1;q34_2;q34_3;q34_4;q34_1_99;q34_2_99;q34_3_99;q35_1;q35_2;q35_3;q35_4;q35_5;q35_6;q35_99;q35_0;q35_99_1;q36_1;q36_2;q36_3;q36_98;q37;q38;q39;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;q2_velha;q4_1_velha;q4_2_velha;q4_3_velha;q4_0_velha;q4_98_velha;q5_1_velha;q5_2_velha;q5_0_velha;q5_99_velha;q7_velha;q12_velha;q12_98_velha;q17_1_1_velha;q17_1_2_velha;q17_1_3_velha;q17_1_4_velha;q17_1_5_velha;q17_1_6_velha;q17_1_7_velha;q17_1_8_velha;q17_1_9_velha;q17_2_1_velha;q17_2_2_velha;q17_2_3_velha;q17_2_4_velha;q17_2_5_velha;q17_2_6_velha;q17_2_7_velha;q17_2_8_velha;q17_2_9_velha;q17_total;q18_1_velha;q18_2_velha;q18_3_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q19_5_velha;q19_6_velha;q19_7_velha;q19_8_velha;q19_9_velha;q19_10_velha;q21_1_velha;q21_2_velha;q21_3_velha;q22_1_velha;q22_2_velha;q22_3_velha;q22_4_velha;q22_5_velha;q23_velha;q24_1_velha;q24_2_velha;q24_3_velha;q24_4_velha;q24_5_velha;q24_6_velha;q24_7_velha;q24_8_velha;q24_9_velha;q24_10_velha;q24_11_velha;q24_12_velha;q24_13_velha;q24_14_velha;q24_15_velha;q24_16_velha;q24_17_velha;q24_18_velha;q24_19_velha;q24_20_velha;q24_21_velha;q24_22_velha;q24_23_velha;q24_24_velha;q24_25_velha;q24_26_velha;q27_1_velha;q27_2_velha;q27_3_velha;q27_99_velha;q27_0_velha;q30_1_velha;q30_2_velha;q30_3_velha;q30_4_velha;q30_99_velha;q30_98_velha;q30_0_velha;q31_velha;q35_1_velha;q35_2_velha;q35_3_velha;q35_4_velha;q35_5_velha;q35_6_velha;q35_99_velha;q35_0_velha;q36_1_velha;q36_2_velha;q36_3_velha;q36_98_velha;d12_faixa;d15_faixa;d16_faixa;q17_1_9_recod;q17_2_9_recod;d17_total_faixa;d18_1_faixa;d18_2_faixa;d18_3_faixa;d19_1_faixa;d19_2_faixa;d19_3_faixa;d19_4_faixa;d19_5_faixa;d19_6_faixa;d19_7_faixa;d19_8_faixa;d19_9_faixa;d20_1_faixa;d20_2_faixa;d20_3_faixa;d20_4_faixa;d20_5_faixa;d20_6_faixa;d21_1_faixa;d21_2_faixa;d21_3_faixa;d22_1_faixa;d22_2_faixa;d22_3_faixa;d22_4_faixa;d22_5_faixa;d23_faixa;d26_1_faixa;d26_2_faixa;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores
160060;1600603310408;Unidade de Acolhimento Família Acolhedora de Crianças e Adolescentes;35;Gerônimo de Albuquerque;1226; ;Nova Brasília; ;68925-000;SANTANA;AP; ;(96) 99113-2333; ; ;18/08/2017;-0.04345373263259023;-511.628.833.685.245;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;366; ;0;1;1;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0; ;0; ;0; ;0;0;0;1;0;0;0;0; ;1;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4;20;6;1;0;0;1;0;0; ;1;3;0;1;1;0;0;0;0; ;3;3; ;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;0;0;0;1;0;0;0; ;0;0;1;0; ;2;1;1600600;16;1;Santana;101262;99111;2151;Grande;1541,224; ;2;1; ; ; ; ; ;0;0;1;0; ;366; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0; ;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;1;0;2;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2; ; ;1;1; ; ; ; ; ; ; ;1;1; ; ;2; ;1; ; ;1; ; ; ;2;2
170210;1702103305126;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Humberto de Campos;505; ;SÃO JOÃO; ;77807-060;ARAGUAINA;TO; ;(63) 3415-2268; ;(63) 9953-6862;05/05/2011;-7.331.832.154.097.430;-48.587.840.795.516.900;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2011;1;1100; ;0;2;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ; ;1;1;1;1;1;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;5;4;10;1;0;0;1;0;0; ;1;3;0;1;1;1;0;0;0; ;2;3; ;0;1;0;0; ;2; ;0;0;0;1; ; ; ;1;0;0;0;0;0;0;0; ;0;0;1;0;1;1;3;1702109;17;1;Araguaína;150484;142925;7559;Grande;4000,416; ;2;1; ; ; ; ; ;0;1;0;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ;1;1;1;1;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;2; ; ;1;2; ; ;1;3
170550;1705503306371;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA PARA CRIANÇAS E ADOLESCENTES.;32;3;1755; ;CENTRO;PRÓXIMO AO BANCO BRADESCO.;77760-000;COLINAS DO TOCANTINS;TO; ;(63) 3476-7042; ; ;28/03/2011;-807.618.467.409.075;-485.298.586.966.734;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2011;1;,11; ;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1; ;1; ;1;0;0;0;0;0;0;0;0; ;0; ;1; ;1; ;1; ;1; ;1; ;1; ;1; ;1; ;1; ;1; ;1; ;1; ;1; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0;0;0;1;1;1;0;0; ;1;1;1;0;0;0;0;0;0; ;98;5; ;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;1;0;1705508;17;1;Colinas do Tocantins;30838;29607;1231;Pequeno II;843,846; ;2;1; ; ; ; ; ;0;0;1;0; ;,11; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ;0;0;0;0;0;0;0;0; ;0; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;98;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1; ; ; ;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
170610;1706103306579;UNIDADE DE ACOLHIMENTO FAMILIAR;32;Praça Pedro Bráz;1;Em frente a Praça Pedro Bráz;Centro;Praça Pedro Bráz;77490-000;CRISTALANDIA;TO; ;(63) 3354-0389; ;(63) 3354-0389;20/09/2010;-10.602.549.042.476.400;-4.919.171.333.312.980;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2010;1;550; ;99;2;2;0; ;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0; ;0; ;0; ;0;0;0;0;0;2;0;0; ;2;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;6;0;0;0;0;1;1;0;0; ;0;4; ; ; ; ; ;1;0; ; ;1;6;0;0;0;1; ; ; ;0;0;0;1; ; ; ;0;0;0;0;1;0;0;0; ; ; ; ;1; ;0;0;1706100;17;1;Cristalândia;7234;5924;1310;Pequeno I;1848,241; ;2;1; ; ; ; ; ;0;0;1;0; ;550; ;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0;0; ;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0; ;0;0;0;0;1;0;0;0;0;0;0;1;3;1;1;0;2;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ; ; ; ;2;2; ; ;1; ;1; ; ; ; ; ; ;1;1
171488;1714883308556;UNIDADE DE ACOLHIMENTO;3;Av. 31 de Março;0; ;Centro;Pronto Atendimento;77790-000;NOVA OLINDA;TO; ;(63) 3452-1858; ; ;06/02/2015;-7.636.604.923.933.690;-4.842.172.622.680.660;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2011;1;1192; ;0;1;3;0; ;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;0; ;0; ;0; ;0;0;0;0;3;0;0;0; ;3;1; ;0; ;0; ;0; ;1; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;6;0;0;0;1;0;1;1;0;Plano de Acompanhamento Familiar;0;3;1;0;0;0;0;0;0; ;2;4;4;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;0;0;0;1;0;0;0; ;1;0;0;0; ;0;2;1714880;17;1;Nova Olinda;10686;7465;3221;Pequeno I;1566,184; ;2;1; ; ; ; ; ;0;0;1;0; ;1192; ;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;2;3;0;0;0;0;0;0;0;3;0;0;0; ;3;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;1;0;0;0;4;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;2; ;1; ; ;1; ; ; ;2;2
17;1721003308700;Unidade de Acolhimento;32;103 Norte Rua NO-11 Conj.04;11; ;Centro;PROXIMO HOTEL CASTELO;77001-036;PALMAS;TO; ;(63) 3218-1954; ; ;22/05/2017;-1.021.667.530.988.400;-4.815.393.447.873.930;315;1; ; ; ; ; ; ; ; ; ; ; ;1;1;0;1;2017;1;550; ;0;1;4;4; ;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;3;4; ;0; ;0; ;0;0;0;0;0;4;0;0; ;4;4; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;0;10;1;0;1;1;0;0; ;1;3;1;0;0;0;0;0;0; ;3;5;6;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;0;0;0;0;0;0;0; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1;0;0;0;1;550; ;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;3;4;4;0;0;0;0;0;0;0;4;0;0; ;4;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;3;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1; ;1;1; ; ; ; ; ; ; ;2;2;1;1;4; ;2; ; ;1;2; ; ;4;6
172120;1721203312241;UNIDADE DE ACOLHIMENTO;32;Rua Belchior Gaspar de Queiroz;0; ;Beira Rio; ;77900-000;TOCANTINOPOLIS;TO; ;(63) 3471-7111; ; ;19/09/2018;-6.329.353.142.766.050;-4.741.587.638.854.980;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2018;1;1100; ;0;3;1;1; ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0; ;0; ;0; ;0;0;0;0;1;0;0;0; ;1;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;5;0;0;0;0;1;0;0;0; ;1;1; ; ; ; ; ;1;0; ; ; ;0;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;0;3;1721208;17;1;Tocantinópolis;22619;18318;4301;Pequeno II;1077,073; ;2;1; ; ; ; ; ;0;0;1;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0; ;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0; ;0;0;0;0;0;0;0;1;0;0;0;1;4;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ;1; ; ; ;1
210047;2100473309442;UNIDADE DE ACOLHIMENTO;32;Rio Branco;110; ;Centro;Em frente ao Mercado Municipal;65298-000;ALTO ALEGRE DO PINDARE;MA; ;(98) 98271-1349; ; ;05/09/2018;-388.040.321.735.256;-46.007.634.173.074;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;500; ;1;2;2;0; ;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0; ;0; ;0; ;0;0;0;0;0;0;1;1; ;2;1; ;1; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;5;20;2;1;0;1;1;0;0; ;2;4;0;0;1;0;0;0;0; ;5;5; ;0;0;0;1; ; ; ;0;0;0;1; ; ; ;0;0;0;0;1;0;0;0; ;0;0;1;0; ;2;2;2100477;21;2;Alto Alegre do Pindaré;31057;9829;21228;Pequeno II;1876,032; ;2;1; ; ; ; ; ;0;1;0;0; ;500; ;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;1; ;2;0;0;0;0;0;0;0;0; ;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;1;0;2;1;1;0;2;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;4;1;1;2; ; ; ; ; ; ; ; ; ;3;3; ; ;2; ; ; ;1;1; ; ; ;2;2
210235;2102353308494;Unidade de Acolhimento Familia Acolhedora;3;SENADOR JOSE SARNEY;414; ;CENTRO; ;65935-500;BURITIRANA;MA; ;(99) 98463-7252; ; ;01/01/2017;-551.795.185.375.319;-470.613.815.941.458;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;0;2016;1; ;1;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;3;20;10;1;1;1;1;0;0; ;0;4;0;1;0;0;0;0;0; ;3;1;0;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;1;1;2102358;21;2;Buritirana;14784;4146;10638;Pequeno I;818,424; ;2;1; ; ; ; ; ;0;0;1;0; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1; ;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ;1; ; ; ; ; ;1; ;1
210800;2108003308201;Unidade de Acolhimento;3;AVENIDA DOMINGOS SERTÃO;0; ;SÃO JOSÉ;AO LADO DA DEFENSORIA PÚBLICA;65870-000;PASTOS BONS;MA; ;(99) 98893-1456; ; ;04/07/2017;-6.602;-44.077;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;0; ; ;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;4;6;1;1;1;1;1;0;instrumentais técnicos;1;3;0;0;1;0;0;0;0; ;3; ;5;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;0;0;0;1;0;0;0; ;0;0;1;0;1;2;2;2108009;21;2;Pastos Bons;18067;12307;5760;Pequeno I;1635,321; ;2;1; ; ; ; ; ;1;0;0;0; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;1;0; ;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ;1; ;1; ; ;1;2
210860;2108603308854;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;JOAQUIM TAVORA;1089; ;Centro;PROXIMO AO COLEGIO SEMENTE DO SAABER;65200-000;PINHEIRO;MA; ;(98) 98848-3600; ; ;08/01/2018;-25.290.854.665.677.100;-45.082.702.646.031.900;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2018;1;550; ;99;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;6;10;1;1;1;1;0;0; ;1;3;1;1;1;0;0;0;0; ;4;4;5;0;1;1;0; ;6;2;0;0;0;1; ; ; ;1;0;1;0;1;0;0;0; ; ; ; ;1; ;1;1;2108603;21;2;Pinheiro;78162;46487;31675;Médio;1512,966; ;2;1; ; ; ; ; ;1;1;0;0; ;550; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;4;1;0;1;0;1;0;0;0;0;0;0;1;3;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2; ; ; ; ; ; ; ; ; ;3;3; ; ;3; ;1; ; ;1; ; ;1;2;3
210910;2109103310316;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;CORONEL JOÃO SENA;0; ;CENTRO;CEMITÉRIO CENTRAL E POSTO DO CADUNICO;65760-000;PRESIDENTE DUTRA;MA; ;(99) 9854-2208; ; ;01/03/2017;-528.143.474.190.042;-4.445.727.109.909.050;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;550; ;0;2;9;8; ;1;2;1;0;0;0;0;0;4;1;1;2;0;1;0;0;0;5;0; ;0; ;0; ;0;0;0;1;1;3;3;1; ;9;0; ;2; ;0; ;0; ;7; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ; ;1;1;0;1;1;1;0;1;1;0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;1;0;6;8;4;1;0;0;1;0;0; ;2;3;1;0;0;0;0;0;0; ;2; ;4;0;1;0;0; ;2; ;0;0;0;1; ; ; ;1;0;0;0;0;0;0;0; ;0;1;0;0; ;2;1;2109106;21;2;Presidente Dutra;44731;32000;12731;Pequeno II;771,574; ;2;1; ; ; ; ; ;1;1;0;0; ;550; ;1;2;1;0;0;0;0;0;4;1;1;2;0;1;0;0;0;5;9;0;0;0;0;0;0;1;1;3;3;1; ;9;0;0;0;0;0;0;0;0; ;1;0;1;1;1;0;1;1;0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;3;1;1;4;5;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;3;3;2; ; ; ;1; ; ; ; ;8;8; ; ;3; ;1; ;1;1;1; ;1;1;3
211070;2110703308173;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;19;JOSÉ TIBÚRCIO FEIO;14; ;CENTRO;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL;65790-000;SAO DOMINGOS DO MARANHAO;MA; ;(98) 99200-0529; ; ;28/04/2017;-5.575.298.484.860.220;-4.439.062.491.059.300;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;1100; ;0;1;3;0; ;0;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0; ;0; ;0; ;0;0;0;0;0;3;0;0; ;3;0; ;0; ;3; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;12;10;1;0;1;1;1;0;PLANO DE ACOMPANHAMENTO FAMILIAR;1;3;1;0;0;0;0;0;0; ;3; ;3;0;1;0;0; ;1; ;0;0;0;1; ; ; ;0;0;0;0;1;1;1;0;ATENDIMENTO ONLINE;0;0;1;0; ;2;1;2110708;21;2;São Domingos do Maranhão;33607;17313;16294;Pequeno II;1151,978; ;2;1; ; ; ; ; ;1;1;0;0; ;1100; ;0;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;3;0;0; ;3;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;3;0;0;0;0;1;1;1;0;0;0;1;0;4;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1; ; ; ; ; ; ; ; ; ;2;2; ; ;3;1;1; ; ;1; ; ; ;3;3
