IBGE;NU_IDENTIFICADOR;q40_3;q40_9;q40_10;q40_11;q40_12;q40_13;q40_14;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2022;d40_2_Faixas_etarias;d40_9;d40_11;d40_9bin1;d40_9bin2;d40_9bin3;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_10bin5;d40_11bin1;d40_11bin2;d40_11bin3;d40_11bin4;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores;filter_$
421315;4213153306721; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; Até 10 horas semanais;02/05/2022;4213153;Santa Catarina;Região Sul;Planalto Alegre;2654;1067;1587;Pequeno I;62,461;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421320;4213203311867; Masculino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a); De 31 a 40 horas semanais;02/09/2019;4213203;Santa Catarina;Região Sul;Pomerode;27759;23823;3936;Pequeno II;214,727;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;3; ; ; ;3;Selected
421320;4213203311867; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;14/02/2022;4213203;Santa Catarina;Região Sul;Pomerode;27759;23823;3936;Pequeno II;214,727;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;3; ; ; ;3;Selected
421320;4213203311867; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 41 a 44 horas semanais;01/06/2022;4213203;Santa Catarina;Região Sul;Pomerode;27759;23823;3936;Pequeno II;214,727;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;3; ; ; ;3;Selected
421350;4213503308606; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;03/07/2015;4213500;Santa Catarina;Região Sul;Porto Belo;16083;15167;916;Pequeno I;92,408;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421350;4213503308606; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;05/09/2017;4213500;Santa Catarina;Região Sul;Porto Belo;16083;15167;916;Pequeno I;92,408;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421390;4213903307533; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;13/09/2021;4213906;Santa Catarina;Região Sul;Presidente Castello Bran;1725;553;1172;Pequeno I;65,605;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;3; ; ; ;3;Selected
421390;4213903307533; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;13/09/2021;4213906;Santa Catarina;Região Sul;Presidente Castello Bran;1725;553;1172;Pequeno I;65,605;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;3; ; ; ;3;Selected
421390;4213903307533; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;13/09/2021;4213906;Santa Catarina;Região Sul;Presidente Castello Bran;1725;553;1172;Pequeno I;65,605;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;3; ; ; ;3;Selected
421400;4214003306741; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;21/01/2021;4214003;Santa Catarina;Região Sul;Presidente Getúlio;14887;10535;4352;Pequeno I;294,265;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1;1; ; ;1;2;Selected
421400;4214003306741; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a); De 21 a 30 horas semanais;02/05/2022;4214003;Santa Catarina;Região Sul;Presidente Getúlio;14887;10535;4352;Pequeno I;294,265;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;1; ; ;1;2;Selected
421415;4214153307595; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;04/11/2019;4214151;Santa Catarina;Região Sul;Princesa;2758;1004;1754;Pequeno I;86,18;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421415;4214153307595; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;16/11/2019;4214151;Santa Catarina;Região Sul;Princesa;2758;1004;1754;Pequeno I;86,18;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421420;4214203312045; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; Até 10 horas semanais;22/02/2021;4214201;Santa Catarina;Região Sul;Quilombo;10248;5746;4502;Pequeno I;280,258;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421420;4214203312045; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; Até 10 horas semanais;22/02/2021;4214201;Santa Catarina;Região Sul;Quilombo;10248;5746;4502;Pequeno I;280,258;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421450;4214503305829; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;03/10/2017;4214508;Santa Catarina;Região Sul;Rio do Campo;6192;2632;3560;Pequeno I;506,249;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ; ; ; ;1;1; ;1; ;2;Selected
421450;4214503305829; Feminino; Superior Completo; Administrador(a); Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;01/01/2021;4214508;Santa Catarina;Região Sul;Rio do Campo;6192;2632;3560;Pequeno I;506,249;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ; ; ; ;Comissionado; ; ; ;2; ; ; ; ;1;1; ;1; ;2;Selected
421500;4215003313613; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;03/10/2022;4215000;Santa Catarina;Região Sul;Rio Negrinho;39846;36348;3498;Pequeno II;907,311;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
421500;4215003313613; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;03/10/2022;4215000;Santa Catarina;Região Sul;Rio Negrinho;39846;36348;3498;Pequeno II;907,311;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
421510;4215103306590; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a); Mais de 44 horas semanais;29/04/2022;4215109;Santa Catarina;Região Sul;Rodeio;10922;9424;1498;Pequeno I;129,934;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421510;4215103306590; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 41 a 44 horas semanais;13/03/2017;4215109;Santa Catarina;Região Sul;Rodeio;10922;9424;1498;Pequeno I;129,934;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421530;4215303312403; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a); De 21 a 30 horas semanais;10/10/2022;4215307;Santa Catarina;Região Sul;Salete;7370;4987;2383;Pequeno I;179,347;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421530;4215303312403; Masculino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;10/10/2022;4215307;Santa Catarina;Região Sul;Salete;7370;4987;2383;Pequeno I;179,347;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421535;4215353306118; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;02/09/2012;4215356;Santa Catarina;Região Sul;Saltinho;3961;1255;2706;Pequeno I;156,531;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;1; ; ;2;3;Selected
421535;4215353306118; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;17/03/2021;4215356;Santa Catarina;Região Sul;Saltinho;3961;1255;2706;Pequeno I;156,531;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;2; ; ;1;1; ; ;2;3;Selected
421535;4215353306118; Masculino; Mestrado; Psicóloga(o); Outro vínculo não permanente; Técnico(a) de nível superior; De 11 a 20 horas semanais;08/02/2022;4215356;Santa Catarina;Região Sul;Saltinho;3961;1255;2706;Pequeno I;156,531;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3; ;2; ; ;1;1; ; ;2;3;Selected
421545;4215453306045; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; Até 10 horas semanais;20/05/2020;4215455;Santa Catarina;Região Sul;Sangão;10400;4856;5544;Pequeno I;82,892;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1;1; ; ;1;2;Selected
421545;4215453306045; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a); Até 10 horas semanais;03/11/2015;4215455;Santa Catarina;Região Sul;Sangão;10400;4856;5544;Pequeno I;82,892;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;1; ; ;1;2;Selected
421570;4215703313295; Feminino; Superior Completo; Outra formação de nível superior; Servidor(a) Estatutária(o); Coordenador(a); De 41 a 44 horas semanais;11/02/2022;4215703;Santa Catarina;Região Sul;Santo Amaro da Imperatri;19823;14970;4853;Pequeno I;344,049;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;3; ; ; ;3;Selected
421570;4215703313295; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;01/08/2022;4215703;Santa Catarina;Região Sul;Santo Amaro da Imperatri;19823;14970;4853;Pequeno I;344,049;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;3; ; ; ;3;Selected
421570;4215703313295; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;11/02/2022;4215703;Santa Catarina;Região Sul;Santo Amaro da Imperatri;19823;14970;4853;Pequeno I;344,049;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;3; ; ; ;3;Selected
421580;4215803302971; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;13/09/2022;4215802;Santa Catarina;Região Sul;São Bento do Sul;74801;71234;3567;Médio;501,634;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;1;4;2;1; ; ;1;5; ; ; ;5;Selected
421580;4215803302971; Masculino; Superior Completo; Pedagoga(o); Servidor(a) Estatutária(o); Coordenador(a); De 31 a 40 horas semanais;12/09/2022;4215802;Santa Catarina;Região Sul;São Bento do Sul;74801;71234;3567;Médio;501,634;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ; ;1;4;2;1; ; ;1;5; ; ; ;5;Selected
421580;4215803302971; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;14/09/2015;4215802;Santa Catarina;Região Sul;São Bento do Sul;74801;71234;3567;Médio;501,634;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;1;4;2;1; ; ;1;5; ; ; ;5;Selected
421580;4215803302971; Masculino; Médio Completo; Profissional de nível médio; Servidor(a) Estatutária(o); Motorista; De 31 a 40 horas semanais;04/01/2021;4215802;Santa Catarina;Região Sul;São Bento do Sul;74801;71234;3567;Médio;501,634;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ;1;4;2;1; ; ;1;5; ; ; ;5;Selected
421580;4215803302971; Feminino; Superior Completo; Pedagoga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;02/06/2017;4215802;Santa Catarina;Região Sul;São Bento do Sul;74801;71234;3567;Médio;501,634;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ; ;1;4;2;1; ; ;1;5; ; ; ;5;Selected
421600;4216003306719; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; Até 10 horas semanais;09/07/2018;4216008;Santa Catarina;Região Sul;São Carlos;10291;6902;3389;Pequeno I;161,292;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421600;4216003306719; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;01/07/2016;4216008;Santa Catarina;Região Sul;São Carlos;10291;6902;3389;Pequeno I;161,292;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421610;4216103306057; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a); De 31 a 40 horas semanais;15/06/2015;4216107;Santa Catarina;Região Sul;São Domingos;9491;6313;3178;Pequeno I;367,203;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421610;4216103306057; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;04/01/2021;4216107;Santa Catarina;Região Sul;São Domingos;9491;6313;3178;Pequeno I;367,203;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421620;4216203306322; Feminino; Superior Incompleto; Sem formação profissional; Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;01/05/2022;4216206;Santa Catarina;Região Sul;São Francisco do Sul;42520;39490;3030;Pequeno II;498,646;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ; ; ; ; ; ;Comissionado; ; ;1; ; ; ; ; ; ; ; ;1; ;1;Selected
421670;4216703308053; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;01/10/2015;4216701;Santa Catarina;Região Sul;São José do Cedro;13684;8447;5237;Pequeno I;281,253;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421670;4216703308053; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;19/02/2020;4216701;Santa Catarina;Região Sul;São José do Cedro;13684;8447;5237;Pequeno I;281,253;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421690;4216903306076; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;01/06/2017;4216909;Santa Catarina;Região Sul;São Lourenço do Oeste;21792;16880;4912;Pequeno II;356,316;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;1; ; ; ; ;1;1; ; ; ;1;Selected
421715;4217153307623; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; Até 10 horas semanais;30/10/2019;4217154;Santa Catarina;Região Sul;São Miguel da Boa Vista;1904;439;1465;Pequeno I;71,405;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421715;4217153307623; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a); De 11 a 20 horas semanais;03/02/2002;4217154;Santa Catarina;Região Sul;São Miguel da Boa Vista;1904;439;1465;Pequeno I;71,405;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
421720;4217203308694; Masculino; Médio Completo; Sem formação profissional; Servidor(a) Estatutária(o); Motorista; Até 10 horas semanais;16/08/2022;4217204;Santa Catarina;Região Sul;São Miguel do Oeste;36306;32065;4241;Pequeno II;234,036;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ;1;2; ;1; ; ;1;2; ; ;1;3;Selected
421720;4217203308694; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 31 a 40 horas semanais;17/06/2021;4217204;Santa Catarina;Região Sul;São Miguel do Oeste;36306;32065;4241;Pequeno II;234,036;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;1;2; ;1; ; ;1;2; ; ;1;3;Selected
421730;4217303306727; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; Até 10 horas semanais;18/04/2022;4217303;Santa Catarina;Região Sul;Saudades;9016;5123;3893;Pequeno I;206,596;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ;1;Selected
421755;4217553306711; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a); De 31 a 40 horas semanais;02/02/2007;4217550;Santa Catarina;Região Sul;Serra Alta;3285;1835;1450;Pequeno I;92,348;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ;1;Selected
421775;4217753306735; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; Até 10 horas semanais;02/01/2019;4217758;Santa Catarina;Região Sul;Sul Brasil;2766;1011;1755;Pequeno I;112,872;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ;1;Selected
421795;4217953308516; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;07/02/2022;4217956;Santa Catarina;Região Sul;Tigrinhos;1757;343;1414;Pequeno I;57,944;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
421795;4217953308516; Feminino; Especialização; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;07/02/2022;4217956;Santa Catarina;Região Sul;Tigrinhos;1757;343;1414;Pequeno I;57,944;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
421800;4218003312161; Feminino; Especialização; Pedagoga(o); Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;01/01/2021;4218004;Santa Catarina;Região Sul;Tijucas;30960;26002;4958;Pequeno II;279,578;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ;Comissionado; ; ; ;3;1;1; ; ;1;2; ;1; ;3;Selected
421800;4218003312161; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;03/06/2022;4218004;Santa Catarina;Região Sul;Tijucas;30960;26002;4958;Pequeno II;279,578;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3;1;1; ; ;1;2; ;1; ;3;Selected
421800;4218003312161; Masculino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;03/06/2022;4218004;Santa Catarina;Região Sul;Tijucas;30960;26002;4958;Pequeno II;279,578;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3;1;1; ; ;1;2; ;1; ;3;Selected
