NU_IDENTIFICADOR;IBGE;Regiao;q_45_2;q_45_3;q_45_9;q_45_10;q_45_11;q_45_12;q_45_13;q_45_14;Q_completo;DataCenso;DataCenso_2018;q_45_2_rec;Idade;Faixas_etarias;d_45_9;d_45_11;d_45_9bin1;d_45_9bin2;d_45_9bin3;d_45_10bin1;d_45_10bin2;d_45_10bin3;d_45_10bin4;d_45_10bin5;d_45_11bin1;d_45_11bin2;d_45_11bin3;d_45_11bin4;d_45_9bin1_sum;d_45_9bin2_sum;d_45_9bin3_sum;d_45_10bin1_sum;d_45_10bin2_sum;d_45_10bin3_sum;d_45_10bin4_sum;d_45_10bin5_sum;d_45_11bin1_sum;d_45_11bin2_sum;d_45_11bin3_sum;d_45_11bin4_sum;nu_trabalhadores
3169603304976;31;Região Sudeste;16.01.1970;FEMININO;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Cuidador(a);De 41 a 44 horas semanais;01/01/2014;;31.08.2018;31/ago/18;16/jan/70;48;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;9,00;9
3169603304976;31;Região Sudeste;16.03.1985;FEMININO;Superior Completo;Enfermeira(o);Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Técnico(a) de Nível Superior;De 11 a 20 horas semanais;03/04/2017;;31.08.2018;31/ago/18;16/mar/85;33;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;9,00;9
3169603304976;31;Região Sudeste;25.09.1981;FEMININO;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Cuidador(a);De 41 a 44 horas semanais;01/01/2014;;31.08.2018;31/ago/18;25/set/81;36;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;9,00;9
3169603304976;31;Região Sudeste;25.01.1985;FEMININO;Superior Completo;Psicóloga(o);Empregada(o) Celetista do Setor Privado;Técnico(a) de Nível Superior;De 11 a 20 horas semanais;04/01/2010;;31.08.2018;31/ago/18;25/jan/85;33;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;3,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;9,00;9
3169603304976;31;Região Sudeste;15.06.1986;FEMININO;Médio Incompleto;Sem formação profissional;Outro vínculo não permanente;Cuidador(a);De 31 a 40 horas semanais;01/01/2014;;31.08.2018;31/ago/18;15/jun/86;32;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;9,00;9
3169603304976;31;Região Sudeste;07.04.1978;MASCULINO;Superior Completo;Pedagoga(o);Empregada(o) Celetista do Setor Privado;Outros;De 11 a 20 horas semanais;20/10/2011;;31.08.2018;31/ago/18;07/abr/78;40;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;3,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;9,00;9
3169603304976;31;Região Sudeste;29.05.1962;FEMININO;Superior Incompleto;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Cuidador(a);De 41 a 44 horas semanais;29/05/2007;;31.08.2018;31/ago/18;29/mai/62;56;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;9,00;9
3169603304976;31;Região Sudeste;10.08.1957;MASCULINO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Cuidador(a);De 11 a 20 horas semanais;23/12/2011;;31.08.2018;31/ago/18;10/ago/57;61;Mais de 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;3,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;9,00;9
3169603304976;31;Região Sudeste;06.05.1964;FEMININO;Especialização;Assistente Social;Outro vínculo não permanente;Coordenador(a);De 11 a 20 horas semanais;01/01/2014;;31.08.2018;31/ago/18;06/mai/64;54;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;3,00;2,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;9,00;9
3170103304973;31;Região Sudeste;21.10.1980;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Cuidador(a);De 41 a 44 horas semanais;03/03/2009;;31.08.2018;31/ago/18;21/out/80;37;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;0,00;5,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;8,00;8
3170103304973;31;Região Sudeste;06.02.1987;FEMININO;Especialização;Psicóloga(o);Empregada(o) Celetista do Setor Privado;Técnico(a) de Nível Superior;De 31 a 40 horas semanais;01/06/2011;;31.08.2018;31/ago/18;06/fev/87;31;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;0,00;5,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;8,00;8
3170103304973;31;Região Sudeste;27.10.1956;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Cuidador(a);De 41 a 44 horas semanais;01/12/2008;;31.08.2018;31/ago/18;27/out/56;61;Mais de 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;0,00;5,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;8,00;8
3170103304973;31;Região Sudeste;25.07.1978;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Cuidador(a);De 41 a 44 horas semanais;02/05/2017;;31.08.2018;31/ago/18;25/jul/78;40;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;0,00;5,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;8,00;8
3170103304973;31;Região Sudeste;05.11.1954;FEMININO;Especialização;Psicóloga(o);Voluntária(o);Coordenador(a);De 41 a 44 horas semanais;21/12/2005;;31.08.2018;31/ago/18;05/nov/54;63;Mais de 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;0,00;5,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;8,00;8
3170103304973;31;Região Sudeste;27.02.1957;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Apoio Administrativo;De 41 a 44 horas semanais;02/01/2012;;31.08.2018;31/ago/18;27/fev/57;61;Mais de 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;0,00;5,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;8,00;8
3170103304973;31;Região Sudeste;25.10.1963;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Cuidador(a);De 41 a 44 horas semanais;12/12/2006;;31.08.2018;31/ago/18;25/out/63;54;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;0,00;5,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;8,00;8
3170103304973;31;Região Sudeste;03.07.1977;MASCULINO;Especialização;Enfermeira(o);Empregada(o) Celetista do Setor Privado;Técnico(a) de Nível Superior;De 31 a 40 horas semanais;01/06/2011;;31.08.2018;31/ago/18;03/jul/77;41;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;0,00;5,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;8,00;8
3170103306901;31;Região Sudeste;15.01.1959;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Cuidador(a);De 41 a 44 horas semanais;01/11/2012;;31.08.2018;31/ago/18;15/jan/59;59;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;0,00;4,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;6,00;6
3170103306901;31;Região Sudeste;05.11.1954;FEMININO;Especialização;Psicóloga(o);Voluntária(o);Coordenador(a);De 41 a 44 horas semanais;21/12/2005;;31.08.2018;31/ago/18;05/nov/54;63;Mais de 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;0,00;4,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;6,00;6
3170103306901;31;Região Sudeste;27.02.1957;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Apoio Administrativo;De 31 a 40 horas semanais;02/01/2012;;31.08.2018;31/ago/18;27/fev/57;61;Mais de 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;0,00;4,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;6,00;6
3170103306901;31;Região Sudeste;02.02.1952;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Cuidador(a);De 41 a 44 horas semanais;01/06/2010;;31.08.2018;31/ago/18;02/fev/52;66;Mais de 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;0,00;4,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;6,00;6
3170103306901;31;Região Sudeste;03.07.1977;MASCULINO;Especialização;Enfermeira(o);Empregada(o) Celetista do Setor Privado;Técnico(a) de Nível Superior;De 31 a 40 horas semanais;01/06/2011;;31.08.2018;31/ago/18;03/jul/77;41;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;0,00;4,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;6,00;6
3170103306901;31;Região Sudeste;29.09.1974;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Cuidador(a);De 41 a 44 horas semanais;05/03/2014;;31.08.2018;31/ago/18;29/set/74;43;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;0,00;4,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;6,00;6
3300203303502;33;Região Sudeste;26.03.1972;MASCULINO;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Motorista;De 31 a 40 horas semanais;15/10/2017;;31.08.2018;31/ago/18;26/mar/72;46;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;7,00;9
3300203303502;33;Região Sudeste;06.09.1967;FEMININO;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Auxiliar de Cuidador(a);De 31 a 40 horas semanais;15/10/2017;;31.08.2018;31/ago/18;06/set/67;50;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;7,00;9
3300203303502;33;Região Sudeste;29.12.1968;FEMININO;Fundamental Completo;Profissional de nível médio;Outro vínculo não permanente;Apoio Administrativo;De 31 a 40 horas semanais;15/10/2017;;31.08.2018;31/ago/18;29/dez/68;49;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;7,00;9
3300203303502;33;Região Sudeste;03.12.1990;MASCULINO;Médio Incompleto;Profissional de nível médio;Outro vínculo não permanente;Motorista;De 31 a 40 horas semanais;15/10/2017;;31.08.2018;31/ago/18;03/dez/90;27;16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;7,00;9
3300203303502;33;Região Sudeste;31.07.1957;MASCULINO;Fundamental Completo;Sem formação profissional;Outro vínculo não permanente;Cuidador(a);De 31 a 40 horas semanais;15/10/2017;;31.08.2018;31/ago/18;31/jul/57;61;Mais de 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;7,00;9
3300203303502;33;Região Sudeste;22.07.1955;FEMININO;Fundamental Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Apoio Administrativo;De 31 a 40 horas semanais;12/07/1985;;31.08.2018;31/ago/18;22/jul/55;63;Mais de 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;7,00;9
3300203303502;33;Região Sudeste;13.11.1958;MASCULINO;Fundamental Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Apoio Administrativo;De 31 a 40 horas semanais;03/12/1981;;31.08.2018;31/ago/18;13/nov/58;59;51 a 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;7,00;9
3300203303502;33;Região Sudeste;14.12.1956;FEMININO;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Coordenador(a);De 31 a 40 horas semanais;13/03/2017;;31.08.2018;31/ago/18;14/dez/56;61;Mais de 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;7,00;9
3300303303503;33;Região Sudeste;16.06.1971;FEMININO;Fundamental Completo;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 31 a 40 horas semanais;09/02/2012;;31.08.2018;31/ago/18;16/jun/71;47;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;08.01.1966;FEMININO;Fundamental Incompleto;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Serviços Gerais;De 31 a 40 horas semanais;01/09/2017;;31.08.2018;31/ago/18;08/jan/66;52;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;01.01.1971;FEMININO;Fundamental Completo;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 31 a 40 horas semanais;07/08/2015;;31.08.2018;31/ago/18;01/jan/71;47;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;25.08.1962;FEMININO;Fundamental Completo;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Serviços Gerais;De 31 a 40 horas semanais;01/09/2017;;31.08.2018;31/ago/18;25/ago/62;56;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;18.06.1971;FEMININO;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Cozinheiro(a);De 31 a 40 horas semanais;15/08/2011;;31.08.2018;31/ago/18;18/jun/71;47;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;29.06.1969;FEMININO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Apoio Administrativo;De 21 a 30 horas semanais;02/05/2012;;31.08.2018;31/ago/18;29/jun/69;49;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;27.01.1970;FEMININO;Fundamental Completo;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 31 a 40 horas semanais;01/05/2012;;31.08.2018;31/ago/18;27/jan/70;48;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;30.11.1967;FEMININO;Médio Completo;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Cozinheiro(a);De 31 a 40 horas semanais;01/06/2017;;31.08.2018;31/ago/18;30/nov/67;50;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;12.04.1957;FEMININO;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Outros;De 31 a 40 horas semanais;15/08/2011;;31.08.2018;31/ago/18;12/abr/57;61;Mais de 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;30.11.1967;MASCULINO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 31 a 40 horas semanais;01/06/2017;;31.08.2018;31/ago/18;30/nov/67;50;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;27.06.1973;FEMININO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 31 a 40 horas semanais;05/02/2012;;31.08.2018;31/ago/18;27/jun/73;45;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;21.11.1951;FEMININO;Superior Completo;Assistente Social;Outro vínculo não permanente;Técnico(a) de Nível Superior;De 31 a 40 horas semanais;13/03/2013;;31.08.2018;31/ago/18;21/nov/51;66;Mais de 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;12.02.1978;FEMININO;Especialização;Enfermeira(o);Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Técnico(a) de Nível Superior;De 21 a 30 horas semanais;13/03/2012;;31.08.2018;31/ago/18;12/fev/78;40;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;09.09.1970;FEMININO;Fundamental Incompleto;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 31 a 40 horas semanais;01/06/2017;;31.08.2018;31/ago/18;09/set/70;47;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;06.11.1967;FEMININO;Fundamental Incompleto;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 41 a 44 horas semanais;09/02/2012;;31.08.2018;31/ago/18;06/nov/67;50;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;06.11.1967;FEMININO;Fundamental Completo;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Serviços Gerais;De 31 a 40 horas semanais;01/09/2017;;31.08.2018;31/ago/18;06/nov/67;50;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;04.06.1983;MASCULINO;Fundamental Completo;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Serviços Gerais;De 31 a 40 horas semanais;01/09/2017;;31.08.2018;31/ago/18;04/jun/83;35;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;26.01.1966;FEMININO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 31 a 40 horas semanais;04/02/2012;;31.08.2018;31/ago/18;26/jan/66;52;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;09.05.1982;FEMININO;Médio Completo;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Cozinheiro(a);De 31 a 40 horas semanais;01/10/2015;;31.08.2018;31/ago/18;09/mai/82;36;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;17.01.1977;FEMININO;Fundamental Incompleto;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 31 a 40 horas semanais;08/11/2013;;31.08.2018;31/ago/18;17/jan/77;41;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;16.08.1987;FEMININO;Fundamental Completo;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Cuidador(a);De 41 a 44 horas semanais;18/03/2015;;31.08.2018;31/ago/18;16/ago/87;31;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;27.10.1988;FEMININO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Apoio Administrativo;De 31 a 40 horas semanais;02/02/2015;;31.08.2018;31/ago/18;27/out/88;29;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;19.02.1955;FEMININO;Superior Completo;Advogada(o);Outro vínculo não permanente;Coordenador(a);De 31 a 40 horas semanais;13/05/2013;;31.08.2018;31/ago/18;19/fev/55;63;Mais de 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;08.07.1958;MASCULINO;Fundamental Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;10/04/1978;;31.08.2018;31/ago/18;08/jul/58;60;51 a 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;10.07.1969;MASCULINO;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;10/04/1978;;31.08.2018;31/ago/18;10/jul/69;49;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;20.03.1957;FEMININO;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Apoio Administrativo;De 31 a 40 horas semanais;15/08/2013;;31.08.2018;31/ago/18;20/mar/57;61;Mais de 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
3300303303503;33;Região Sudeste;14.07.1955;FEMININO;Superior Completo;Outra formação de nível superior;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Técnico(a) de Nível Superior;De 11 a 20 horas semanais;01/06/2012;;31.08.2018;31/ago/18;14/jul/55;63;Mais de 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;15,00;9,00;8,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,00;30,00;32
