IBGE;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;NU_IDENTIFICADOR;ident_0_1;ident_0_2;ident_0_3;ident_0_4;ident_0_5;ident_0_6;ident_0_7;ident_0_8;ident_0_9;ident_0_10;ident_0_11;ident_0_12;ident_0_13;ident_0_14;Latitude;Longitude;q_1;q_2_1;q_2_2;q_2_3;q_2_4;q_3_1;q_3_2;q_4;q_5;q_6;q_7;q_7_1;q_8_1;q_8_2;q_8_3;q_8_0;q_9_1;q_9_2;q_9_3;q_9_0;q_9_3_1;q_10_0;q_10_1;q_10_2;q_10_3;q_10_4;q_10_5;q_10_6;q_10_7;q_10_8;q_10_9;q_10_10;q_10_99;q_11_1;q_11_2;q_11_3;q_11_4;q_11_99;q_11_0;q_11_99_1;q_12;q_12_1;q_13_1;q_13_2;q_13_3;q_13_4;q_13_5;q_13_6;q_13_7;q_13_8;q_13_9;q_13_10;q_13_11;q_13_12;q_13_0;q_14;q_15_1;q_15_2;q_15_3;q_15_4;q_15_5;q_15_6;q_16;q_17_1;q_17_2;q_17_3;q_17_4;q_17_5;q_17_99;q_17_99_1;q_18_1;q_18_2;q_18_3;q_18_4;q_18_5;q_18_6;q_18_7;q_18_8;q_18_9;q_18_10;q_18_11;q_18_12;q_18_13;q_18_14;q_18_15;q_19_1;q_19_2;q_19_3;q_19_4;q_20_1;q_20_2;q_20_3;q_20_4;q_20_5;q_20_6;q_20_0;q_20_4_1;q_20_5_1;q_21_1;q_21_2;q_21_3;q_21_4;q_21_5;q_21_6;q_21_7;q_21_8;q_21_9;q_21_10;q_21_11;q_21_12;q_21_13;q_21_14;q_21_15;q_21_16;q_21_17;q_21_18;q_21_19;q_21_20;q_21_21;q_21_22;q_21_23;q_21_24;q_21_25;q_21_24_1;q_22_1;q_22_2;q_22_3;q_22_4;q_22_5;q_22_6;q_22_7;q_22_8;q_22_9;q_22_10;q_22_11;q_22_12;q_22_13;q_22_14;q_22_15;q_22_16;q_22_17;q_22_18;q_22_19;q_22_20;q_22_21;q_22_22;q_22_23;q_22_24;q_22_25;q_23_1;q_23_2;q_23_3;q_23_4;q_23_5;q_23_6;q_23_7;q_23_8;q_23_9;q_23_10;q_23_11;q_23_12;q_23_13;q_23_14;q_23_15;q_23_16;q_23_17;q_23_18;q_23_19;q_23_20;q_23_21;q_23_22;q_23_99;q_23_0;q_23_99_1;q_24;q_25_1;q_25_2;q_25_3;q_25_4;q_25_5;q_25_6;q_25_7;q_25_8;q_25_9;q_25_10;q_25_11;q_26_1;q_26_2;q_26_3;q_26_4;q_26_5;q_26_99;q_26_99_1;q_27;q_28_1;q_28_2;q_28_3;q_28_4;q_28_5;q_28_99;q_28_99_1;q_29;q_30;q_31;q_32_1;q_32_2;q_32_3;q_32_4;q_32_5;q_32_6;q_32_7;q_32_99;q_33_1;q_33_1_99;q_33_2;q_33_2_99;q_33_3;q_33_3_99;q_33_4;q_33_4_99;q_33_5;q_33_5_99;q_33_6;q_33_6_99;q_33_7;q_33_7_99;q_34_1;q_34_1_99;q_34_2;q_34_2_99;q_35;q_35_99;q_36_1_1;q_36_1_2;q_36_1_3;q_36_1_4;q_36_1_5;q_36_1_6;q_36_1_7;q_36_1_8;q_36_1_9;q_36_1_10;q_36_2_1;q_36_2_2;q_36_2_3;q_36_2_4;q_36_2_5;q_36_2_6;q_36_2_7;q_36_2_8;q_36_2_9;q_36_2_10;q_36_3_1;q_36_3_2;q_36_3_3;q_36_3_4;q_36_3_5;q_36_3_6;q_36_3_7;q_36_3_8;q_36_3_9;q_36_3_10;q_36_4_1;q_36_4_2;q_36_4_3;q_36_4_4;q_36_4_5;q_36_4_6;q_36_4_7;q_36_4_8;q_36_4_9;q_36_4_10;q_36_5_1;q_36_5_2;q_36_5_3;q_36_5_4;q_36_5_5;q_36_5_6;q_36_5_7;q_36_5_8;q_36_5_9;q_36_5_10;q_36_6_1;q_36_6_2;q_36_6_3;q_36_6_4;q_36_6_5;q_36_6_6;q_36_6_7;q_36_6_8;q_36_6_9;q_36_6_10;q_37_1;q_37_2;q_37_3;q_37_4;q_37_5;q_37_6;q_37_7;q_37_8;q_37_9;q_37_10;q_37_11;q_37_12;q_37_13;q_37_14;q_37_99;q_37_0;q_37_99_1;q_38;q_38_1;q_39;Q_Municipio;Q_completo;d_3;d_18_atend;d_18_atend_categoria;d_18_adm_atend;d_18_adm_atend_categoria;d18_total_banheiros;d18_total_banheiro_cat;d_18_6_banheiro_trab;d_18_7_banheiro_usu;d21_telefone;d21_veiculo;d29_cap_atend_cat;d_32_1;d_32_2;d_32_3;d_32_4;d_32_5;d_32_6;d_32_7_total;d_33_1;d_33_2;d_33_3;d_33_4;d_33_5;d_33_6;d_33_7;d_34_1;d_34_2;d_35;d_38_1;d_40_9bin1_sum;d_40_9bin2_sum;d_40_9bin3_sum;d_40_10bin1_sum;d_40_10bin2_sum;d_40_10bin3_sum;d_40_10bin4_sum;d_40_10bin5_sum;d_40_11bin1_sum;d_40_11bin2_sum;d_40_11bin3_sum;d_40_11bin4_sum;nu_trabalhadores
150060;1500602;15;1;Altamira;99075;84092;14983;3;159533,328;1500603501216;CENTRO-DIA E SIMILARES ASSOCIAÇÃO DOS PAIS E AMIGOS DOS EXCEPCIONAIS DE ALTAMIRA-PA;3;TANCREDO NEVES;3381; ;PREMEM;68372-574;ALTAMIRA;PA;apaeatm@hotmail.com;(93) 35152559; ; ;25/03/1994;-32.180.626.046.444.800;-5.222.124.695.777.890;2;1;1;1;0;5;8;2;84.001.981/0001-81;1;1; ; ; ; ;1; ; ; ;1; ;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;Conselho Municipal de Saúde;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;2;1;0;0;0;0;0; ;5;3;6;1;3;1;2;1;1;1;1;1;0;1;0;2;2;1;1;1;0;1;1;0;0;0;Cadeiras; ;1;0;1;1;1;0;1;1;0;1;1;1;1;0;0;1;0;1;1;1;0;1;0;1;0;20;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1;1;0;1;1;0;1;0;0;1;0;0; ;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0; ;0; ; ; ; ; ; ; ;170;4;4;0;42;63;64;1;0;170; ;10; ;3; ;1; ;25; ;14; ;14; ;6; ;0; ;0; ; ;1; ; ; ; ; ; ; ; ;1;0; ; ; ; ; ; ; ; ;1;0;0;1;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ;1;0;0;1;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0; ;0; ;3;1; ;2;15;5;18;5;3;2;1;2;1;1;12;0;3;3;3;1;0;5;1;1;1;2;1;1;1;0;0; ; ;3;11;15;7;1; ; ; ;2;14; ;13;29
150140;1501402;15;1;Belém;1393399;1381475;11924;5;1059,458;1501403500432;CENTRO-DIA E SIMILARES CARLOS JORGE MENDES DE SOUZA;32;DOS CARIPUNAS;3269; ;CREMAÇÃO;66053-040;BELEM;PA;centrodiabelem@gmail.com;(91) 32597983; ; ;20/12/2014;-14.601.748;-48.474.569.599.999.900;2;0;1;0;0;5;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;0;0;2;0;0;1;0;0;0; ;1;0;2;1;1;2;4;0;1;1;1;0;0;1;1;2;2;2;2;0;0;0;1;1;0;0;Cadeira de rodas de banho;recursos visuais, tesoura adaptada e recursos de adaptação adaptados;0;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;cuidadores sociais;3;0;0;0;0;1;0; ;30;5;6;0;0;0;9;0;0;21; ;8; ;3; ;1; ; ; ;4; ;2; ;0; ;0; ;10; ;1; ;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0; ;1;6;1;1; ;2;4;3;5;3;6;4;2;3;1;1;3;0;0;0;1;0;0;1;1;1;1; ;1;1;0;0;1;1;1;1;8;8; ;4; ; ;1;8; ; ;9;17
150680;1506807;15;1;Santarém;294580;215790;78790;4;17898,389;1506803501369;Centro-dia e Similares ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS APAE;32;24 de Outubro;2668; ;liberdade;68040-010;SANTAREM;PA;apaestm@gmail.com;(93) 35221677; ; ;04/02/1977;-24.222.355.707.429.300;-54.736.676.216.125.400;2;1;1;0;0;5;8;2;05.407.390/0001-32;1;1; ;1;0;0;0;1;1;0;0; ;0;1;0;0;0;1;1;0;1;1;1;0;1;1;0;1;1;0;CONSELHO MUNICIPAL DE SAÚDE;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;2;1;0;1;0;0;0; ;0;25;0;0;7;2;12;1;1;1;1;1;1;1;0;1;2;2;2; ; ; ; ; ;0;1; ; ;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;ATENDIMENTO EDUCACIONAL ESPECIALIZADO;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;0;1;0;1;0; ;145;4;3;161;70;8;50;0;0;289; ;0; ;0; ;0; ;289; ;0; ;0; ;0; ;0; ;90; ;54; ;1;1;1;1;0;1;1;0;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0; ;1;3;1;1; ;2;25;5;32;5;14;5;2;5;1;1;11;5;3;1;3;0;0;5;0;0;0;5;0;0;0;0;4;3;1;2;8;10;2; ; ; ;1;8;1;1;10;20
150680;1506807;15;1;Santarém;294580;215790;78790;4;17898,389;1506803502335;CENTRO-DIA E SIMILARES ASSOCIAÇÃO DOS DEFICIENTES FÍSICOS DE SANTARÉM - ADEFIS;3;MENDONÇA FURTADO;4120; ;LIBERDADE;68040-148;SANTAREM;PA;adefis.fisico@yahool.com;(93) 992169562; ; ;05/07/1992;-24.279.816.626.912.300;-54.738.929.271.698.000;2;1;1;1;1;5;8;2;84.545.219/0001-66;0; ; ;1;0;0;0; ; ; ;1; ;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;Conselho Municipal da Juventude;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;1;0;1;0;4;0;1;1;1;0;1;0;0;1;0;1;2;2;1; ; ; ; ; ;0;1; ; ;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0; ;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;0;0;0;1;0; ;20;4;2;8;12;10;38;6;0;74; ;62; ;0; ;4; ;3; ;0; ;2; ;3; ;17; ;33; ; ;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0; ;0; ;0;1; ;2;2;2;6;4;1;1;1;1;0;0;2;1;1;1;2;1;0;4;3;0;1;1;0;1;1;1;2; ; ; ;2;4;1;1; ; ;1; ; ; ;6;6
150680;1506807;15;1;Santarém;294580;215790;78790;4;17898,389;1506803502451;CENTRO-DIA E SIMILARES ASSOCIAÇÃO DE DEFICIENTES VISUAIS DO BAIXO AMAZONAS - ADEVIBAM;3;CURUA-UNA;807; ;SANTÍSSIMO;68010-000;SANTAREM;PA;adevibam@adevibam.org.br;(93) 991366677; ;35246677;26/01/1996;-2.443;-54.708;2;1;1;1;1;5;8;2;01.102.675/0001-04;1;6; ;1;0;0;0; ; ; ;1; ;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;2;0;0;1;0;0;0; ;5;2;1;1;4;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;0;computador; ;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;0;1;1;1;0;0;0;0;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0;0; ;50;5;4;9;12;12;60;66;0;159; ;0; ;159; ;0; ;0; ;0; ;0; ;0; ;88; ;65; ;0; ; ; ; ; ; ; ; ; ;1;0;1;0;1;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0; ;1;2;1;1; ;2;9;5;13;5;2;2;1;1;1;0;5;1;1;1;3;3;0;5;0;5;0;0;0;0;0;4;3;0;1; ;4;8;1;1; ;1;1; ; ; ;12;12
160027;1600279;16;1;Laranjal do Jari;39942;37904;2038;2;30782,998;1600273501016;CENTRO-DIA E SIMILARES;3;Água Branca;341; ;Castanheira;68920-000;LARANJAL DO JARI;AP;apaejari@hotmail.com;(96) 991117080; ; ;20/12/2003;-0.842;-52.516;2;1;1;0;0;5;8;2;06.072.831/0001-55;1;1; ;1;0;0;0;0;1;0;0; ;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;Conselho Municipal de Saúde;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;1;0;0;0;0;1;0; ;2;1;5;2;4;2;8;0;1;1;1;1;0;0;1;2;2;1;1; ; ; ; ; ;0;1; ; ;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0; ;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;250;5;3;20;30;50;30;15;0;145; ;40; ;0; ;3; ;40; ;20; ;40; ;5; ;15; ;130; ;100; ; ; ; ; ; ; ; ; ;1;0; ; ; ; ; ; ; ; ;1;0; ; ; ; ; ; ; ; ;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1;1;1; ;2;10;5;14;5;10;5;2;5;0;1;13;1;2;3;2;1;0;5;2;0;1;2;1;2;1;1;5;4;1;6;5;19;5;1; ; ; ; ;17; ;13;30
170200;1702000;17;1;Araguaçu;8786;5882;2904;1;5167,652;1702003500938;CENTRO-DIA E SIMILARES ESCOLA ESPECIAL ABELINHA EM BUSCA DO SABER;32;rua 28 quadra 19 lote 15;0; ;central;77475-000;ARAGUACU;TO;apae.araguacu@gmail.com;(63) 33841936; ;0;03/11/2005;-12.928.129.709.034.100;-4.983.394.145.965.570;2;1;1;1;0;5;10;2;01.482.859/0001-47;1;1; ; ; ; ;1;0;1;0;0; ;0;0;0;0;0;0;1;0;0;0;0;0; ; ; ; ; ;1; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;1;0;0;0;0;1;0; ;0;5;0;0;0;2;2;0;1;0;1;0;0;1;0;0;0;0;0; ; ; ; ; ;0;1; ; ;1;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;0;1;1;7;1;0;0;0;0;1;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;72;5;5;5;5;1;63;16;0;90; ;14; ;5; ;5; ;61; ;3; ;2; ;0; ;16; ;64; ;7; ; ; ; ; ; ; ; ; ;1;0;0;1;1;1;0;1;0;1;0;0; ; ; ; ; ; ; ; ;1;0;0;1;1;1;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;1;1; ;3;5;3;5;3;4;3;2;2;1;1;8;1;1;1;3;1;0;4;1;1;1;3;1;1;0;1;3;1; ; ;10;16;15; ; ; ; ;2; ; ;24;26
170210;1702109;17;1;Araguaína;150484;142925;7559;4;4000,416;1702103500817;CENTRO-DIA E SIMILARES - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ARAGUAÍNA-TO;32;F;95;ESQUINA COM AVENIDA TOCANTINS;RODOVIÁRIO;77809-630;ARAGUAINA;TO;apae.arn@gmail.com;(63) 34131160; ;34132333;22/01/1986;-7.190.825.858.849.260;-4.822.248.101.234.430;2;1;1;1;0;5;11;2;00.767.202/0001-63;1;1; ; ; ; ;1;0;1;0;0; ;0;1;0;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;Conselho Municipal de Saúde, Conselho Municipal de Educação;1;11702100222;0;0;0;0;0;0;0;0;1;1;0;0;0;3;1;1;1;1;0;0;2;1;0;1;0;1;1;Passe livre urbano para usuários e seu acompanhantes e o transporte social;22;5;25;5;11;2;12;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0; ;software e jogos;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;enfermagem e farmácia;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0; ;2;1;0;1;1;1;0; ;99;5;4;115;62;10;203;1;0;391; ;0; ;0; ;0; ;331; ;0; ;60; ;0; ;0; ;250; ;50; ;1;0;0;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;0;1;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0; ;0; ;1;1; ;3;57;5;68;5;14;5;2;5;1;1;10;5;3;1;5;1;0;5;0;0;0;5;0;3;0;0;5;3; ; ;1;13; ;4; ;1;1;7;2; ;5;14
170210;1702109;17;1;Araguaína;150484;142925;7559;4;4000,416;1702103501243;CENTRO-DIA E SIMILARES;32;Ademar Vicente Ferreia;514; ;Noroeste;77824-140;ARAGUAINA;TO;centrodia@araguainagmail.com;(63) 34151305; ; ;14/11/2014;-7.183.591.242.007.950;-4.820.777.947.692.000;2;0;1;0;0;5;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;11702100222;1;1;0;0;0;1;0;0;1;1;1;1;0;4;1;1;1;0;0;0;1;0;0;0;0;0;1;o poder público fornece transporte não especializado para o deslocamento dos usuários;0;1;0;0;1;1;2;1;1;1;1;0;0;0;1;2;2;2;2; ; ; ; ; ;0;1; ; ;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;7;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;0;0; ;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;0; ;0; ; ; ; ; ; ; ;30;4;4;0;0;0;28;0;0;28; ;7; ;0; ;1; ;11; ;9; ;2; ;0; ;0; ;25; ;0; ; ; ; ; ; ; ; ; ;1;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0; ;0; ;1;1; ;2;1;1;2;2;3;2;1;2;1;1;3;0;0;0;2;0;0;2;1;0;1;1;1;1;0;0;2;0; ;1;10;3;1;1; ; ;1;3; ;1;10;14
170220;1702208;17;1;Araguatins;31329;20135;11194;2;2625,286;1702203502469;CENTRO-DIA E SIMILARES - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS;32;FLORIANO PEIXOTO;343; ;CENTRO;77950-000;ARAGUATINS;TO;apaearaguatins@hotmail.com;(63) 34742926; ; ;21/01/2005;-5.651;-48.124;2;1;0;0;0;5;8;2;07.404.246/0001-78;1;1; ; ; ; ;1; ; ; ;1; ;0;1;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;1;1;0;0;0;0;0; ;3;3;3;0;1;1;2;1;1;0;1;0;0;0;1;2;0;0;0; ; ; ; ; ;0;1; ; ;1;0;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;1;0;3;1;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;1;1;1;0;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0;0; ;45;5;4;0;10;15;20;0;0;45; ;1; ;0; ;0; ;18; ;15; ;10; ;1; ;0; ;34; ;8; ; ; ; ; ; ; ; ; ;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0; ;1;1;1;1; ;2;9;5;10;5;3;2;1;2;1;1;5;0;1;1;1;0;0;3;1;0;0;1;1;1;1;0;2;1;1; ;10;5;3; ; ; ; ;12; ; ;3;15
170550;1705508;17;1;Colinas do Tocantins;30838;29607;1231;2;843,846;1705503501108;CENTRO-DIA E SIMILARES _ APAE;32;14;0;Qd.05;SETOR OESTE;77760-000;COLINAS DO TOCANTINS;TO;apaecolinasto@hotmail.com;(63) 34761471; ; ;15/09/1989;-8.059.042.491.519.990;-4.848.938.736.915.590;2;1;1;1;0;5;8;2;25.062.282/0001-82;1;1; ;1;0;0;0;1;1;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;0;0; ;1;11705500151;1;0;0;0;0;1;1;0;1;1;1;1;0;3;0;1;1;0;0;0;2;1;0;0;0;0;0; ;9;2;1;1;4;1;1;1;1;1;1;0;0;1;1;1;2;1;1; ; ; ; ; ;0;1; ; ;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0; ;1;1;1;0;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0; ;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0; ;3;1;0;1;1;0;0; ;60;6;5;20;30;25;20;15;8;118; ;25; ;4; ;40; ;40; ;8; ;5; ;3; ;45; ;40; ;85; ; ; ; ; ; ; ; ; ;1;0; ; ; ; ; ; ; ; ;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0; ; ; ; ; ; ; ; ;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0; ;1;1;1;1; ;2;13;5;17;5;2;2;1;1;1;1;6;1;2;2;1;1;1;5;2;1;2;2;1;1;1;3;2;4;1;1;1;6; ;2; ; ; ; ; ;2;6;8
170720;1707207;17;1;Dois Irmãos do Tocantins;7161;2777;4384;1;3757,036;1707203502443;CENTRO-DIA E SIMILARES;32;RUA DOS CRISTAIS;68; ;CENTRO;77685-000;DOIS IRMAOS DO TOCANTINS;TO;DOISIRMAOSDOTOCANTINS@APAETO.ORG.BR;(63) 33631182; ; ;15/03/2002;-9.258;-49.064;2;1;1;1;0;5;8;2;05.624.025/0001-80;1;1; ; ; ; ;1;0;1;0;0; ;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;1;1;0;0;0;0;0; ;6;0;0;0;3;2;2;0;1;0;1;0;0;1;0;2;2;2;2; ; ; ; ; ;0;1; ; ;1;0;1;1;1;0;1;0;0;0;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;2;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;30;5;5;0;7;2;28;7;0;44; ;5; ;0; ;4; ;35; ;0; ;0; ;0; ;0; ;37; ; ;1; ; ; ; ; ; ; ; ;1;0;1;1;1;1;0;1;0;1;0;0; ; ; ; ; ; ; ; ;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0; ;0; ;1;1; ;2;6;4;9;5;4;3;2;2;1;0;3;0;1;1;2;1;0;3;1;0;1;2;0;0;0;0;2; ; ;1;2;2;1;1; ; ; ; ; ; ;5;5
