N_Identificador;IBGE;q48_3;q48_9;q48_10;q48_11;q48_12;q48_14;IBGE7;codigo_UF;Região;Município;areaKm2;UF;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2024;d48_2_Faixas_etarias;d48_9;d48_11;d48_9bin1;d48_9bin2;d48_9bin3;d48_10bin1;d48_10bin2;d48_10bin3;d48_10bin4;d48_10bin5;d48_11bin1;d48_11bin2;d48_11bin3;d48_11bin4;d48_9bin1_sum;d48_9bin2_sum;d48_9bin3_sum;d48_10bin1_sum;d48_10bin2_sum;d48_10bin3_sum;d48_10bin4_sum;d48_10bin5_sum;d48_11bin1_sum;d48_11bin2_sum;d48_11bin3_sum;d48_11bin4_sum;nu_familias_acolhedoras
4202403310078;420240; Feminino; Superior Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;15.05.2020;4202404;Santa Catarina;Região Sul;Blumenau;518.61900000000003;SC;361261;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;4;5;2; ; ; ; ; ; ; ;10;10
4202403310078;420240; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;05.03.2021;4202404;Santa Catarina;Região Sul;Blumenau;518.61900000000003;SC;361261;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;4;5;2; ; ; ; ; ; ; ;10;10
4202403310078;420240; Feminino; Superior Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;17.03.2023;4202404;Santa Catarina;Região Sul;Blumenau;518.61900000000003;SC;361261;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;4;5;2; ; ; ; ; ; ; ;10;10
4202403310078;420240; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;29.04.2019;4202404;Santa Catarina;Região Sul;Blumenau;518.61900000000003;SC;361261;Grande;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;4;5;2; ; ; ; ; ; ; ;10;10
4202403310078;420240; Feminino; Especialização; Pedagoga(o); Sem Vínculo; Família Acolhedora;19.12.2018;4202404;Santa Catarina;Região Sul;Blumenau;518.61900000000003;SC;361261;Grande;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;4;5;2; ; ; ; ; ; ; ;10;10
4202403310078;420240; Feminino; Especialização; Pedagoga(o); Sem Vínculo; Família Acolhedora;11.09.2023;4202404;Santa Catarina;Região Sul;Blumenau;518.61900000000003;SC;361261;Grande;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;4;5;2; ; ; ; ; ; ; ;10;10
4202403310078;420240; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;07.04.2022;4202404;Santa Catarina;Região Sul;Blumenau;518.61900000000003;SC;361261;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;4;5;2; ; ; ; ; ; ; ;10;10
4202403310078;420240; Masculino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;11.07.2022;4202404;Santa Catarina;Região Sul;Blumenau;518.61900000000003;SC;361261;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;4;5;2; ; ; ; ; ; ; ;10;10
4202403310078;420240; Masculino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;01.04.2022;4202404;Santa Catarina;Região Sul;Blumenau;518.61900000000003;SC;361261;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;4;5;2; ; ; ; ; ; ; ;10;10
4202403310078;420240; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;02.02.2021;4202404;Santa Catarina;Região Sul;Blumenau;518.61900000000003;SC;361261;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;4;5;2; ; ; ; ; ; ; ;10;10
4202453308680;420245; Feminino; Médio Completo; Profissional de nível médio; Outro vínculo não permanente; Família Acolhedora;03.11.2022;4202453;Santa Catarina;Região Sul;Bombinhas;35.143000000000001;SC;25058;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;1;1; ; ; ; ; ; ; ;2;2
4202453308680;420245; Feminino; Superior Completo; Pedagoga(o); Terceirizada(o); Família Acolhedora;20.03.2018;4202453;Santa Catarina;Região Sul;Bombinhas;35.143000000000001;SC;25058;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;1;1; ; ; ; ; ; ; ;2;2
4202533307585;420253; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;11.06.2024;4202537;Santa Catarina;Região Sul;Bom Jesus;63.883000000000003;SC;2777;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4; ; ; ; ; ; ; ; ; ; ;4;4
4202533307585;420253; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;05.01.2024;4202537;Santa Catarina;Região Sul;Bom Jesus;63.883000000000003;SC;2777;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4; ; ; ; ; ; ; ; ; ; ;4;4
4202533307585;420253; Feminino; Médio Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;01.12.2022;4202537;Santa Catarina;Região Sul;Bom Jesus;63.883000000000003;SC;2777;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4; ; ; ; ; ; ; ; ; ; ;4;4
4202533307585;420253; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;10.07.2020;4202537;Santa Catarina;Região Sul;Bom Jesus;63.883000000000003;SC;2777;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4; ; ; ; ; ; ; ; ; ; ;4;4
4202573314325;420257; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;03.02.2023;4202578;Santa Catarina;Região Sul;Bom Jesus do Oeste;67.777000000000001;SC;2187;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;1;1
4202703312115;420270; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;03.12.2019;4202701;Santa Catarina;Região Sul;Botuverá;296.25599999999997;SC;5363;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1; ; ; ; ; ; ; ; ; ;2;2
4202703312115;420270; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;03.12.2019;4202701;Santa Catarina;Região Sul;Botuverá;296.25599999999997;SC;5363;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1; ; ; ; ; ; ; ; ; ;2;2
4202903306038;420290; Feminino; Superior Incompleto; Sem formação profissional; Voluntária(o); Família Acolhedora;30.08.2021;4202909;Santa Catarina;Região Sul;Brusque;284.67500000000001;SC;141385;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;1;1
4203003306071;420300; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;11.08.2022;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Masculino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;28.10.2021;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;16.02.2017;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;15.10.2024;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;28.04.2015;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;24.03.2021;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Superior Incompleto; Profissional de nível médio; Sem Vínculo; Família Acolhedora;05.12.2019;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;28.02.2024;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Sem Escolaridade; Sem formação profissional; Sem Vínculo; Família Acolhedora;30.09.2021;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;05.05.2021;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;24.06.2022;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Masculino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;17.08.2017;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Masculino; Superior Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;30.08.2021;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Superior Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;13.12.2021;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;04.06.2024;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Masculino; Superior Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;25.04.2017;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Especialização; Pedagoga(o); Sem Vínculo; Família Acolhedora;04.12.2017;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;18.10.2021;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;20.02.2024;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Superior Completo; Assistente Social; Sem Vínculo; Família Acolhedora;16.04.2024;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;14.11.2017;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;09.02.2023;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;14.06.2023;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;27.01.2022;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Masculino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;07.06.2024;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Masculino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;28.07.2021;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;27.03.2023;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;11.11.2014;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;08.11.2018;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203003306071;420300; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;04.12.2017;4203006;Santa Catarina;Região Sul;Caçador;983.42399999999998;SC;73720;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;11;11;8;1;1; ; ; ; ; ; ;30;30
4203103312313;420310; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;02.10.2023;4203105;Santa Catarina;Região Sul;Caibi;173.07900000000001;SC;6304;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2; ; ; ; ; ; ; ; ; ;2;2
4203103312313;420310; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;05.10.2023;4203105;Santa Catarina;Região Sul;Caibi;173.07900000000001;SC;6304;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2; ; ; ; ; ; ; ; ; ;2;2
4203303306701;420330; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;25.11.2019;4203303;Santa Catarina;Região Sul;Campo Alegre;499.21600000000001;SC;12501;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;8;7;2; ; ; ; ; ; ; ; ;17;17
4203303306701;420330; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;25.11.2019;4203303;Santa Catarina;Região Sul;Campo Alegre;499.21600000000001;SC;12501;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;8;7;2; ; ; ; ; ; ; ; ;17;17
4203303306701;420330; Feminino; Fundamental Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;12.11.2007;4203303;Santa Catarina;Região Sul;Campo Alegre;499.21600000000001;SC;12501;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;8;7;2; ; ; ; ; ; ; ; ;17;17
4203303306701;420330; Masculino; Fundamental Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;12.11.2007;4203303;Santa Catarina;Região Sul;Campo Alegre;499.21600000000001;SC;12501;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;8;7;2; ; ; ; ; ; ; ; ;17;17
4203303306701;420330; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;03.11.2021;4203303;Santa Catarina;Região Sul;Campo Alegre;499.21600000000001;SC;12501;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;8;7;2; ; ; ; ; ; ; ; ;17;17
4203303306701;420330; Feminino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;03.11.2021;4203303;Santa Catarina;Região Sul;Campo Alegre;499.21600000000001;SC;12501;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;8;7;2; ; ; ; ; ; ; ; ;17;17
4203303306701;420330; Feminino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;01.08.2022;4203303;Santa Catarina;Região Sul;Campo Alegre;499.21600000000001;SC;12501;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;8;7;2; ; ; ; ; ; ; ; ;17;17
4203303306701;420330; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;14.01.2013;4203303;Santa Catarina;Região Sul;Campo Alegre;499.21600000000001;SC;12501;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;8;7;2; ; ; ; ; ; ; ; ;17;17
4203303306701;420330; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;16.06.2016;4203303;Santa Catarina;Região Sul;Campo Alegre;499.21600000000001;SC;12501;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;8;7;2; ; ; ; ; ; ; ; ;17;17
4203303306701;420330; Masculino; Superior Incompleto; Profissional de nível médio; Voluntária(o); Família Acolhedora;01.08.2022;4203303;Santa Catarina;Região Sul;Campo Alegre;499.21600000000001;SC;12501;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;8;7;2; ; ; ; ; ; ; ; ;17;17
