N_Identificador;IBGE;q55_3;q55_9;q55_10;q55_11;q55_12;q55_13;qIBGE7;codigo_UF;Região;Município;areaKm2;UF;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2024;d55_2_Faixas_etarias;d55_9;d55_11;d55_9bin1;d55_9bin2;d55_9bin3;d55_10bin1;d55_10bin2;d55_10bin3;d55_10bin4;d55_10bin5;d55_11bin1;d55_11bin2;d55_11bin3;d55_11bin4;d55_9bin1_sum;d55_9bin2_sum;d55_9bin3_sum;d55_10bin1_sum;d55_10bin2_sum;d55_10bin3_sum;d55_10bin4_sum;d55_10bin5_sum;d55_11bin1_sum;d55_11bin2_sum;d55_11bin3_sum;d55_11bin4_sum;nu_trabalhadores
4218903313283;421890; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;25.05.2021;4218905;Santa Catarina;Região Sul;Urubici;1021.371;SC;10834;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;2; ; ;1;3
4218903313283;421890; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior;09.08.2023;4218905;Santa Catarina;Região Sul;Urubici;1021.371;SC;10834;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;2;2; ; ;1;3
4218903313283;421890; Feminino; Mestrado; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a);25.05.2021;4218905;Santa Catarina;Região Sul;Urubici;1021.371;SC;10834;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;2; ; ;1;3
4219303311426;421930; Masculino; Superior Completo; Assistente Social; Comissionada(o); Coordenador(a);07.04.2022;4219309;Santa Catarina;Região Sul;Videira;384.12700000000001;SC;55466;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;1; ;1; ; ; ; ; ;1; ;1
4219353312625;421935; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.03.2016;4219358;Santa Catarina;Região Sul;Vitor Meireles;370.41399999999999;SC;5370;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4219353312625;421935; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.03.2016;4219358;Santa Catarina;Região Sul;Vitor Meireles;370.41399999999999;SC;5370;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4219403310494;421940; Feminino; Superior Completo; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior;13.05.2023;4219408;Santa Catarina;Região Sul;Witmarsum;153.77600000000001;SC;4255;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ; ; ;3; ;2; ; ;1;1; ;1;1;3
4219403310494;421940; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;02.04.2019;4219408;Santa Catarina;Região Sul;Witmarsum;153.77600000000001;SC;4255;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;1; ;1;1;3
4219403310494;421940; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Coordenador(a);02.04.2019;4219408;Santa Catarina;Região Sul;Witmarsum;153.77600000000001;SC;4255;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;2; ; ;1;1; ;1;1;3
4219503307741;421950; Feminino; Mestrado; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;10.04.2024;4219507;Santa Catarina;Região Sul;Xanxerê;377.42599999999999;SC;51607;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;1;6; ;1; ; ;4;7; ; ; ;7
4219503307741;421950; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;25.03.2024;4219507;Santa Catarina;Região Sul;Xanxerê;377.42599999999999;SC;51607;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;1;6; ;1; ; ;4;7; ; ; ;7
4219503307741;421950; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a);10.04.2024;4219507;Santa Catarina;Região Sul;Xanxerê;377.42599999999999;SC;51607;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;1;6; ;1; ; ;4;7; ; ; ;7
4219503307741;421950; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;02.07.2024;4219507;Santa Catarina;Região Sul;Xanxerê;377.42599999999999;SC;51607;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;1;6; ;1; ; ;4;7; ; ; ;7
4219503307741;421950; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;26.09.2024;4219507;Santa Catarina;Região Sul;Xanxerê;377.42599999999999;SC;51607;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;1;6; ;1; ; ;4;7; ; ; ;7
4219503307741;421950; Feminino; Superior Completo; Profissional de nível médio; Servidor(a) Estatutária(o); Educador(a) Social;01.04.2024;4219507;Santa Catarina;Região Sul;Xanxerê;377.42599999999999;SC;51607;Médio;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ;1;6; ;1; ; ;4;7; ; ; ;7
4219503307741;421950; Feminino; Médio Completo; Sem formação profissional; Servidor(a) Estatutária(o); Serviços Gerais;13.05.2024;4219507;Santa Catarina;Região Sul;Xanxerê;377.42599999999999;SC;51607;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ;1;6; ;1; ; ;4;7; ; ; ;7
4219703308374;421970; Feminino; Superior Incompleto; Outra formação de nível superior; Comissionada(o); Coordenador(a);30.08.2021;4219705;Santa Catarina;Região Sul;Xaxim;293.62799999999999;SC;31918;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ; ; ; ; ; ;Comissionado; ; ;1;2; ;1; ; ;1;1; ;1;1;3
4219703308374;421970; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;02.03.2020;4219705;Santa Catarina;Região Sul;Xaxim;293.62799999999999;SC;31918;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;1;2; ;1; ; ;1;1; ;1;1;3
4219703308374;421970; Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior;20.02.2022;4219705;Santa Catarina;Região Sul;Xaxim;293.62799999999999;SC;31918;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;2; ;1; ; ;1;1; ;1;1;3
4220003310448;422000; Feminino; Especialização; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;05.09.2017;4220000;Santa Catarina;Região Sul;Balneário Rincão;63.42;SC;15981;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ;1;1;2
4220003310448;422000; Feminino; Superior Completo; Assistente Social; Comissionada(o); Técnico(a) de nível superior;01.08.2022;4220000;Santa Catarina;Região Sul;Balneário Rincão;63.42;SC;15981;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;2; ;1; ; ;1; ; ;1;1;2
4300403312519;430040; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;04.03.2019;4300406;Rio Grande do Sul;Região Sul;Alegrete;7800.4279999999999;RS;72409;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4300403312519;430040; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;30.09.2018;4300406;Rio Grande do Sul;Região Sul;Alegrete;7800.4279999999999;RS;72409;Médio;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4300603313401;430060; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.03.2024;4300604;Rio Grande do Sul;Região Sul;Alvorada;71.7;RS;187315;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;3; ; ; ;3
4300603313401;430060; Masculino; Superior Completo; Outra formação de nível superior; Servidor(a) Estatutária(o); Coordenador(a);11.11.2022;4300604;Rio Grande do Sul;Região Sul;Alvorada;71.7;RS;187315;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;3; ; ; ;3
4300603313401;430060; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.02.2023;4300604;Rio Grande do Sul;Região Sul;Alvorada;71.7;RS;187315;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;3; ; ; ;3
4304703308007;430470; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a);10.08.2023;4304705;Rio Grande do Sul;Região Sul;Carazinho;666.69399999999996;RS;61804;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4304703308007;430470; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.03.2017;4304705;Rio Grande do Sul;Região Sul;Carazinho;666.69399999999996;RS;61804;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4305103312629;430510; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.07.2024;4305108;Rio Grande do Sul;Região Sul;Caxias do Sul;1652.32;RS;463501;Grande;incompleto;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;2; ; ;1;3
4305103312629;430510; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Coordenador(a);01.06.2023;4305108;Rio Grande do Sul;Região Sul;Caxias do Sul;1652.32;RS;463501;Grande;incompleto;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;2; ; ;1;2; ; ;1;3
4305103312629;430510; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.01.2021;4305108;Rio Grande do Sul;Região Sul;Caxias do Sul;1652.32;RS;463501;Grande;incompleto;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;2; ; ;1;3
4305123308380;430512; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;13.07.2021;4305124;Rio Grande do Sul;Região Sul;Cerrito;451.69900000000001;RS;5808;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3
4305123308380;430512; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.07.2019;4305124;Rio Grande do Sul;Região Sul;Cerrito;451.69900000000001;RS;5808;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3
4305123308380;430512; Masculino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a);01.01.2015;4305124;Rio Grande do Sul;Região Sul;Cerrito;451.69900000000001;RS;5808;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3
4306053307943;430605; Masculino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;02.09.2014;4306056;Rio Grande do Sul;Região Sul;Cristal;682.13800000000003;RS;7299;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4306053307943;430605; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;02.09.2014;4306056;Rio Grande do Sul;Região Sul;Cristal;682.13800000000003;RS;7299;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4306103313459;430610; Feminino; Superior Completo; Pedagoga(o); Servidor(a) Temporária(o); Coordenador(a);14.02.2023;4306106;Rio Grande do Sul;Região Sul;Cruz Alta;1360.548;RS;58913;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3;1;1; ; ;1;1; ; ;2;3
4306103313459;430610; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;02.09.2022;4306106;Rio Grande do Sul;Região Sul;Cruz Alta;1360.548;RS;58913;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3;1;1; ; ;1;1; ; ;2;3
4306103313459;430610; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Outros;12.09.2022;4306106;Rio Grande do Sul;Região Sul;Cruz Alta;1360.548;RS;58913;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3;1;1; ; ;1;1; ; ;2;3
4306933309002;430693; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;17.05.2017;4306932;Rio Grande do Sul;Região Sul;Entre-ijuís;552.98599999999999;RS;9158;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;1;2; ;1; ; ;1;2; ;1; ;3
4306933309002;430693; Feminino; Superior Incompleto; Sem formação profissional; Comissionada(o); Coordenador(a);01.01.2021;4306932;Rio Grande do Sul;Região Sul;Entre-ijuís;552.98599999999999;RS;9158;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ; ; ; ; ; ;Comissionado; ; ;1;2; ;1; ; ;1;2; ;1; ;3
4306933309002;430693; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;17.05.2017;4306932;Rio Grande do Sul;Região Sul;Entre-ijuís;552.98599999999999;RS;9158;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;1;2; ;1; ; ;1;2; ;1; ;3
4307053313233;430705; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;19.01.2020;4307054;Rio Grande do Sul;Região Sul;Ernestina;238.55799999999999;RS;3034;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;1; ; ; ; ;1;1; ; ; ;1
4308203309640;430820; Feminino; Superior Completo; Psicóloga(o); Comissionada(o); Coordenador(a);12.06.2024;4308201;Rio Grande do Sul;Região Sul;Flores da Cunha;276.24099999999999;RS;30892;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ;1; ;1; ; ; ; ;1;1; ;1; ;2
4308203309640;430820; Feminino; Fundamental Completo; Sem formação profissional; Servidor(a) Estatutária(o); Apoio Administrativo;09.10.2017;4308201;Rio Grande do Sul;Região Sul;Flores da Cunha;276.24099999999999;RS;30892;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental; ; ; ; ; ; ; ;Servidor Estatutário; ; ; ;1; ;1; ; ; ; ;1;1; ;1; ;2
4309003308808;430900; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;11.04.2022;4309001;Rio Grande do Sul;Região Sul;Giruá;857.05899999999997;RS;16013;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4309003308808;430900; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;02.06.2017;4309001;Rio Grande do Sul;Região Sul;Giruá;857.05899999999997;RS;16013;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4309103314839;430910; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;31.10.2022;4309100;Rio Grande do Sul;Região Sul;Gramado;239.34100000000001;RS;40134;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;2; ;1; ;3
4309103314839;430910; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;31.10.2022;4309100;Rio Grande do Sul;Região Sul;Gramado;239.34100000000001;RS;40134;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;2; ;1; ;3
4309103314839;430910; Feminino; Especialização; Outra formação de nível superior; Comissionada(o); Coordenador(a);31.10.2022;4309100;Rio Grande do Sul;Região Sul;Gramado;239.34100000000001;RS;40134;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ; ; ; ;Comissionado; ; ; ;3; ;1; ; ;1;2; ;1; ;3
4309303313533;430930; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;08.09.2022;4309308;Rio Grande do Sul;Região Sul;Guaíba;376.166;RS;92924;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;2;2; ;1; ; ;1;2; ; ;2;4
4309303313533;430930; Feminino; Superior Incompleto; Profissional de nível médio; Sem Vínculo; Estagiário(a);10.03.2024;4309308;Rio Grande do Sul;Região Sul;Guaíba;376.166;RS;92924;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;2; ;1; ; ;1;2; ; ;2;4
4309303313533;430930; Feminino; Superior Incompleto; Sem formação profissional; Outro vínculo não permanente; Estagiário(a);07.10.2024;4309308;Rio Grande do Sul;Região Sul;Guaíba;376.166;RS;92924;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;2; ;1; ; ;1;2; ; ;2;4
4309303313533;430930; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;08.09.2022;4309308;Rio Grande do Sul;Região Sul;Guaíba;376.166;RS;92924;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;2;2; ;1; ; ;1;2; ; ;2;4
4309603314427;430960; Masculino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.02.2024;4309605;Rio Grande do Sul;Região Sul;Horizontina;229.69399999999999;RS;18851;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4309603314427;430960; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.02.2024;4309605;Rio Grande do Sul;Região Sul;Horizontina;229.69399999999999;RS;18851;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4310003314303;431000; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;19.10.2022;4310009;Rio Grande do Sul;Região Sul;Ibirubá;607.18499999999995;RS;21583;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3;1;1; ; ;1;3; ; ; ;3
4310003314303;431000; Masculino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;07.03.2024;4310009;Rio Grande do Sul;Região Sul;Ibirubá;607.18499999999995;RS;21583;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3;1;1; ; ;1;3; ; ; ;3
4310003314303;431000; Feminino; Superior Completo; Pedagoga(o); Servidor(a) Estatutária(o); Coordenador(a);19.10.2022;4310009;Rio Grande do Sul;Região Sul;Ibirubá;607.18499999999995;RS;21583;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ; ; ;3;1;1; ; ;1;3; ; ; ;3
4310203308748;431020; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.11.2021;4310207;Rio Grande do Sul;Região Sul;Ijuí;688.98199999999997;RS;84780;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3
4310203308748;431020; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a);01.01.2021;4310207;Rio Grande do Sul;Região Sul;Ijuí;688.98199999999997;RS;84780;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3
