IBGE;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_Municipal;NU_IDENTIFICADOR;ident_0_1;ident_0_2;ident_0_3;ident_0_4;ident_0_5;ident_0_6;ident_0_7;ident_0_8;ident_0_9;ident_0_10;ident_0_11;ident_0_12;ident_0_13;ident_0_14;ident_0_15;Latitude;Longitude;q_1;q_2;q_3;q_4_1;q_4_2;q_4_3;q_4_0;q_4_99;q_5_1;q_5_2;q_5_99;q_5_0;q_5_99_1;q_6;q_7;q_9_1;q_9_2;q_9_3;q_9_4;q_10;q_11;q_12;q_13;q_13_99;q_14;q_14_99;q_15;q_16_1_1;q_16_1_2;q_16_1_3;q_16_1_4;q_16_1_5;q_16_1_6;q_16_1_7;q_16_2_1;q_16_2_2;q_16_2_3;q_16_2_4;q_16_2_5;q_16_2_6;q_16_2_7;q_17_1;q_17_2;q_17_3;q_17_4;q_17_5;q_17_6;q_17_7;q_17_8;q_17_9;q_18_1;q_18_1_99;q_18_2;q_18_2_99;q_19_1;q_19_1_99;q_19_2;q_19_2_99;q_19_3;q_19_3_99;q_19_4;q_19_4_99;q_20;q_21_1;q_21_1_0;q_21_2;q_21_2_0;q_22;q_23;q_24;q_25;q_26_1;q_26_2;q_26_3;q_26_4;q_26_5;q_26_6;q_26_7;q_26_8;q_26_9;q_26_10;q_26_11;q_26_12;q_26_13;q_26_14;q_26_15;q_26_16;q_26_17;q_26_18;q_26_19;q_26_20;q_26_21;q_26_22;q_26_23;q_26_24;q_26_25;q_26_0;q_27;q_28_1;q_28_2;q_28_3;q_28_98;q_28_99;q_28_0;q_28_98_1;q_29;q_30_99;q_31;q_32;d_13_faixa;d_14_faixa;d_15_faixa;q_16_1_7_recod;q_16_2_7_recod;q_17_9_recod;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum;nu_trabalhadores
420775;4207759;42;4;Iraceminha;4253;1468;2785;1;163,105;1;4207753304905;UNIDADE DE ACOLHIMENTO;32;DONA PAULINA;780; ;centro; ;89891-000;4207759;SC; ;(49) 3665-3200;24; ;14/06/2004;-2.682.541.118.487.540;-53.272.705.078.125;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2004;1;954; ;4; ;4;0;0;2;1;0;0;3;0;0;1;0;0;0;1;4;0;0;0;0;0;0;0;4;0; ;0; ;0; ;0; ;4; ;0; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0; ;3; ;0;2; ;1;1;3;1;4;0;0;2;0;1;0;0;1;2;0;0;0;2
420785;4207858;42;4;Irati;2096;449;1647;1;78,276;1;4207853309154;UNIDADE DE ACOLHIMENTO;32;joão beux sobrinho;385;predio;centro; ;89856-000;4207858;SC; ;(49) 3349-0010; ;(49) 3349-0010;21/11/2017;-2.665.643.388.952.160;-5.289.256.095.886.230;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;0;1;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0; ;3; ;0;0; ;1;1;0;0;0;0;0;3;0;2;0;0;1;3;0;0;0;3
420880;4208807;42;4;Jaguaruna;17290;13198;4092;1;328,347;1;4208803306291;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Nereu Ramos;96; ;centro; ;88715-000;4208807;SC; ;(48) 3624-0585; ; ;15/08/2003;-28.615.154.745.485.300;-49.026.006.460.189.800;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2003;1;954; ;10; ;4;0;1;0;0;0;0;1;0;0;1;1;1;0;3;0;2;1;1;0;0;0;0;4;6; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;1;0;0;1;0;0;cras;3; ;2;2; ;1;1;1;3;4;0;0;2;0;1;0;0;1;2;0;0;0;2
420890;4208906;42;4;Jaraguá do Sul;143123;132800;10323;4;529,447;1;4208903306016;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Emil Burow;13; ;Centro; ;89251-530;4208906;SC; ;(47) 3370-8981; ;(47) 3370-5404;02/05/2007;-26.493.694.877.326.500;-49.081.694.483.757.000;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2005;1;954; ;20; ;5;0;0;0;0;0;1;1;0;2;1;0;1;0;4;0;1;1;3;0;0;0;0;5;3; ;5; ;0; ;0; ;0; ;4; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;1;1;1;0;0;0; ;3; ;1;3; ;2;1;1;4;5;0;0;3;1;1;0;0;1;2;0;0;1;3
420910;4209102;42;4;Joinville;515288;497850;17438;4;1126,106;1;4209103305956;UNIDADE DE ACOLHIMENTO EM FAMÍLIAS ACOLHEDORAS;32;Virginia Ferreira Gomes;277; ;Floresta; ;89212-202;4209102;SC; ;(47) 3436-3534; ; ;30/11/2007;-2.634.561.410.355.700;-4.885.004.281.997.680;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2007;1;1431; ;20; ;21;4;3;5;0;0;0;12;2;3;2;2;0;0;9;2;3;8;1;0;7;0;0;21;6; ;2; ;0; ;1; ;5; ;3; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;1;0;1;0;0;0; ;3; ;2;1; ;2;2;12;9;21;0;0;9;2;3;0;0;2;9;0;0;0;9
420917;4209177;42;4;Jupiá;2148;1044;1104;1;92,055;1;4209173306131;UNIDADE DE ACOLHIMENTO;3;Tupinambá;1932; ;Centro;Em frente a delegacia de Policia;89839-000;4209177;SC; ;(49) 3341-0000; ; ;09/11/2011;-2.640.082.642.351.810;-5.272.510.528.564.450;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;2;2008;1;815,3; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;1;1;0;0;1;1;1;0;1;0;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;0;0;5;0;0;0;1;0;0;Secretaria de Assistência Social;3;1;0;3; ;1;1;0;0;0;0;0;2;0;1;0;0;0;1;0;0;1;2
420945;4209458;42;4;Lajeado Grande;1490;648;842;1;65,284;1;4209453309128;Unidade de Acolhimento;32;Santa Catarina;503;CENTRO;CENTRO; ;89828-000;4209458;SC; ;(49) 93355-0012; ;(49) 3355-0012;27/06/2017;-26.858.131.280.154.700;-52.567.627.429.962.100;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;954; ;1; ;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0; ;0; ;0; ;0; ;0; ;1; ;0; ;1; ;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;2;1;1;0;0;0;0; ;4; ;0;2; ;1;1;0;1;1;0;0;2;0;1;0;0;1;2;0;0;0;2
420960;4209607;42;4;Lauro Muller;14367;11106;3261;1;270,781;1;4209603307969;Unidade de Acolhimento;32;Orleans;285; ;centro;Perto da Biblioteca Pública;88880-000;4209607;SC; ;(48) 3464-4780; ; ;02/01/2004;-2.839.394.870.538.920;-493.946.385.383.606;315;1; ; ; ; ; ; ; ;0;0;0; ;2; ; ; ; ; ;1;2004;1;954; ;4; ;4;1;0;1;0;0;0;2;0;0;1;1;0;0;2;0;1;0;3;0;0;0;0;4;2; ;0; ;0; ;0; ;0; ;0; ;0;0; ;18; ;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;0;0;5;0;0;0;0;1;0; ; ; ;0;0; ;1;1;2;2;4;0;0;2;0;1;0;0;1;0;0;0;2;2
421050;4210506;42;4;Maravilha;22101;18087;4014;2;171,284;1;4210503304629;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Portugal;46; ;Bairro Jardim;Localizado próximo ao Posto Saúde Centro II.;89874-000;4210506;SC; ;(49) 3664-1952; ;(49) 3664-1952;30/03/2004;-26.761;-53.173;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2004;1;1178; ;16; ;12;0;0;1;0;0;3;4;3;2;1;1;0;1;8;0;0;8;4;0;0;0;0;12;5; ;8; ;6; ;1; ;0; ;5; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;5;0;1;1;0;0;0; ;3; ;1;0; ;2;2;4;8;12;0;0;2;0;1;0;0;1;1;0;0;1;2
421090;4210902;42;4;Modelo;4045;2692;1353;1;91,106;1;4210903306044;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;TIRADENTES;0; ;JARDIM;PERTO DA APAE;89872-000;4210902;SC; ;(49) 3365-3664; ;(49) 3365-3137;23/10/2013;-26.779.004.822.297.100;-5.305.372.953.414.910;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2013;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;1; ;0;3; ;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;2
421140;4211405;42;4;Nova Erechim;4275;3211;1064;1;64,892;1;4211403307569;Unidade de Acolhimento Família Acolhedora;32;são pedro;131; ;centro;Prefeitura Municipal;89865-000;4211405;SC; ;(49) 3333-0829; ;(49) 3333-3100;10/03/1998;-26.902.228.124.775.100;-5.290.288.209.915.160;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2013;1;954; ;4; ;3;0;0;1;0;0;0;1;1;1;0;0;0;0;2;0;0;0;3;0;0;0;0;3;1; ;0; ;0; ;0; ;3; ;0; ;0; ;1; ;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;6;1;0;0;0;0;0; ;3; ;0;0; ;1;1;1;2;3;0;0;1;0;1;0;0;0;1;0;0;0;1
421145;4211454;42;4;Nova Itaberaba;4267;1530;2737;1;137,547;1;4211453306745;UNIDADE DE ACOLHIMENTO DE NOVA ITABERABA;32;José Marroco;2173;Térreo;Centro;Próximo a Prefeitura Municipal.;89818-000;4211454;SC; ;(49) 3327-0345; ; ;18/12/1995;-26.940.760.486.545.000;-52.815.012.932.478.500;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;1995;1;954; ;5; ;8;0;0;1;0;0;2;3;0;2;0;1;1;1;5;0;2;1;0;0;0;0;5;8;0; ;0; ;2; ;1; ;0; ;0; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;1;1;0;0;0; ;3; ;0;0; ;1;1;3;5;8;0;0;2;0;1;0;0;1;2;0;0;0;2
421187;4211876;42;4;Paial;1763;336;1427;1;85,757;1;4211873308876;UNIDADE DE ACOLHIMENTO;32;santa catarina;1; ;centro; ;89765-000;4211876;SC; ;(49) 3451-0071; ; ;07/02/2018;-27.253.027.228.928.500;-5.249.962.806.701.660;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;21; ;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;1;0;0;0;0; ;3; ;0;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;1;0;0;1;2
421190;4211900;42;4;Palhoça;137334;135311;2023;4;395,133;1;4211903306715;UNIDADE DE ACOLHIMENTO - SERVIÇO DE FAMÍLIA ACOLHEDORA BEM-ME-QUER;3;Barão do Rio Branco;0; ;Centro;Secretaria de Assistência Social;88130-101;4211900;SC; ;(48) 3242-0488; ; ;01/03/2016;-27.645;-48.668;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2016;1;954; ;12; ;11;2;0;1;0;0;0;3;5;1;2;0;0;0;8;3;0;7;1;0;0;0;0;11;0; ;0; ;0; ;0; ;0; ;11; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;0;1;0;0;0; ;3; ;1;1; ;2;2;3;8;11;0;0;3;0;2;0;0;1;3;0;0;0;3
421210;4212106;42;4;Palmitos;16020;9871;6149;1;352,504;1;4212103305937;UNIDADE DE ACOLHIMENTO;32;PADRE MANOEL DE NOBREGA;58; ;CENTRO;Proximo prefeitura;89887-000;4212106;SC; ;(49) 3647-9621; ; ;01/10/2001;-27.068.775.345.012.100;-5.315.848.588.943.480;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2001;1;954; ;1; ;4;1;0;0;0;0;1;2;0;0;0;0;1;1;2;0;0;0;0;1;1;1;1;4;1; ;1; ;1; ;0; ;1; ;0; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;0;1;0;0;0; ;3; ;0;0; ;1;1;2;2;4;0;0;1;0;1;0;0;0;1;0;0;0;1
421223;4212239;42;4;Paraíso;4080;1451;2629;1;181,843;1;4212233307627;UNIDADE DE ACOLHIMENTO;32;Rua Fioravante Furlan;661; ;Centro; ;89906-000;4212239;SC; ;(49) 3627-0218; ; ;10/03/2005;-26.618.610.590.857.100;-5.367.709.636.688.230;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2005;1;700; ;0; ;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;1;0;0;0;0; ;5; ;0;0; ;1;1;1;0;1;0;0;2;0;1;0;0;1;2;0;0;0;2
421260;4212601;42;4;Peritiba;2988;1481;1507;1;95,842;1;4212603305992;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Miguel Balduíno Boll;187;prédio;Centro;Centro de Convivência de IdososCRAS;89750-000;4212601;SC; ;(49) 3453-1319; ;(49) 3453-1319;18/04/2012;-2.737.628.331.802.260;-5.190.771.818.161.010;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2012;1;1908; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;17; ;1;0;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;5;0;0;0;1;0;0;Conselho Tutelar;3; ;0;2; ;1;1;0;0;0;0;0;5;1;1;0;0;1;5;0;0;0;5
421265;4212650;42;4;Pescaria Brava;0;0;0;1;105,169;1;4212653308055;UNIDADE DE ACOLHIMENTO;12;Estrada Geral Sertão da Estiva;0; ;Sertão da Estiva; ;88798-000;4212650;SC; ;(48) 83647-6312; ; ;28/03/2017;-283.748;-488.834;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2017;1;954; ;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1; ;0; ;0; ;0; ;0; ;0; ;0;0; ;18; ;2;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;3;0;0;0;1;0;0;Secretaria Municipal de Assistência Social;1; ;0;3; ;1;1;0;0;0;0;0;3;0;2;0;0;1;0;0;0;3;3
421265;4212650;42;4;Pescaria Brava;0;0;0;1;105,169;1;4212653308900;UNIDADE DE ACOLHIMENTO;32;Geral Barreiros;0;casa;Barreiros; ;88798-000;4212650;SC; ;(48) 3647-6312; ;(48) 3646-2010;25/06/2018;-283.748;-488.834;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2017;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;18; ;2;1;0;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;3;0;0;0;1;0;0;gestão assistenciasocial;3; ;0;3; ;1;1;0;0;0;0;0;3;0;2;0;0;1;0;0;0;3;3
421290;4212908;42;4;Pinhalzinho;16332;13615;2717;1;128,159;1;4212903305925;UNIDADE DE ACOLHIMENTO -  FAMÍLIA ACOLHEDORA;3;Porto Alegre;715; ;NOVA DIVINÉIA; ;89870-000;4212908;SC; ;(49) 3366-6680; ; ;04/03/1996;-268.527.902.604.171;-5.298.472.166.061.400;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;1996;1;945; ;12; ;9;2;0;0;1;0;0;3;1;1;3;1;0;0;6;0;0;5;4;0;0;0;0;9;0; ;2; ;0; ;0; ;1; ;0; ;0; ;1; ;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;5;1;1;1;0;0;0; ;3; ;2;2; ;2;1;3;6;9;0;2;3;0;2;0;0;1;4;0;0;1;5
421315;4213153;42;4;Planalto Alegre;2654;1067;1587;1;62,461;1;4213153306721;UNIDADE DE ACOLHIMENTO;32;NOVE DE JULHO;330; ;CENTRO;AO LADO UNIDADE DE SAUDE.;89882-000;4213153;SC; ;(49) 3335-0237; ; ;16/09/2010;-27.07;-52.866;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2010;1;954; ;2; ;2;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;1;1;0;0;0;0;2;0; ;0; ;0; ;0; ;1; ;0; ;0; ;1;18; ;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;6;1;0;0;0;0;0; ;3; ;0;0; ;1;1;0;2;2;0;0;1;0;1;0;0;0;0;0;0;1;1
421350;4213500;42;4;Porto Belo;16083;15167;916;1;92,408;1;4213503308606;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;JOÃO VANDERLINO GUERREIRO;590; ;PEREQUÊ;Secretaria Municipal de Assistência Social anexo ao Terminal Rodoviário.;88210-000;4213500;SC; ;(47) 3369-6018; ; ;22/02/2017;-27.158;-48.553;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;954; ;1; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0; ;3; ;1;0; ;1;1;0;1;1;0;0;2;0;1;0;0;1;2;0;0;0;2
421390;4213906;42;4;Presidente Castello Bran;1725;553;1172;1;65,605;1;4213903307533;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;3;17 de Fevereiro;374;Prédio;Centro;Anexo a Unidade Básica de Saúde;89745-000;4213906;SC; ;(49) 3457-1064;0;(49) 3457-1064;01/03/2012;-27.222.005.786.052.000;-5.180.772.542.953.490;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2012;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;18; ;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0; ;3; ;0;0; ;1;1;0;0;0;0;0;4;1;1;0;1;1;4;0;0;0;4
421400;4214003;42;4;Presidente Getúlio;14887;10535;4352;1;294,265;1;4214003306741;UNIDADE DE ACOLHIMENTO;32;Sigfrido Gaertner;51; ;Centro;Parque da Expofeira Estadual do Leite;89150-000;4214003;SC; ;(47) 3352-2148; ; ;14/05/2007;-27.039.435.430.846.500;-4.961.975.097.656.250;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2007;1;954; ;3; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3; ;0; ;0; ;0; ;0; ;0; ;0; ;1;17; ;2;0;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;0;3; ;1;1;0;0;0;0;0;3;0;2;0;0;1;3;0;0;0;3
421415;4214151;42;4;Princesa;2758;1004;1754;1;86,18;1;4214153307595;UNIDADE DE ACOLHIMENTO;32;rio grande do sul;545; ;centro;na prefeitura;89935-000;4214151;SC; ;(49) 3641-0059; ;(49) 3641-0059;12/09/2006;-2.644.346.716.977.340;-53.600.084.781.646.700;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2006;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3;1;0;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;2;0;0;0;2
421450;4214508;42;4;Rio do Campo;6192;2632;3560;1;506,249;1;4214503305829;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;cornelius kniebeler;486; ;cruzeiro;Hospital e Maternidade Nossa Senhora.;89198-000;4214508;SC; ;(47) 3564-0136; ; ;03/07/2014;-2.695.026.719.252.830;-5.013.628.005.981.440;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2018;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;1;0;0;0;0; ;3;1;0;3; ;1;1;0;0;0;0;1;2;0;1;0;0;1;1;0;0;2;3
421510;4215109;42;4;Rodeio;10922;9424;1498;1;129,934;1;4215103306590;UNIDADE DE ACOLHIMENTO;32;Rua Barão do Rio Branco;988;sc;Centro;Centro de Referencia de Assistência Social;89136-000;4215109;SC; ;(47) 3384-0060; ; ;01/02/2016;-26.923;-49.366;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2016;1;1431; ;7; ;6;0;0;1;1;0;1;3;1;0;0;0;2;0;3;1;0;1;4;0;0;0;0;6;0; ;0; ;0; ;0; ;2; ;1; ;0;0; ;18; ;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;1;0;1;0;0;PSE/Media Complexidade;3; ;1;2; ;1;1;3;3;6;0;1;2;0;1;0;0;1;3;0;0;0;3
421535;4215356;42;4;Saltinho;3961;1255;2706;1;156,531;1;4215353306118;UNIDADE DE ACOLHIMENTO;3;ALFREDO JACOMO SCOPEL;0; ;CENTRO; ;89981-000;4215356;SC; ;(49) 3656-0044; ; ;17/09/2010;-26.609;-53.056;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2010;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;5;0;0;0;1;0;0;Assistente Social da Gestão;2; ;0;2; ;1;1;0;0;0;0;0;2;0;1;0;0;1;2;0;0;0;2
421545;4215455;42;4;Sangão;10400;4856;5544;1;82,892;1;4215453306045;UNIDADE DE ACOLHIMENTO;31;Rodovia SC 443 KM 02;850; ;Centro; ;88717-000;4215455;SC; ;(48) 3656-3529;3529;(48) 3656-3500;03/03/2006;-28.640.727.232.526.000;-4.912.549.495.697.020;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;0;2005;0;0; ;5; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;5;0;1;0;0;0;0; ;3; ;0;0; ;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1
421580;4215802;42;4;São Bento do Sul;74801;71234;3567;3;501,634;1;4215803302971;UNIDADE DE ACOLHIMENTO - PROGRAMA FAMÍLIAS DE APOIO;32;JOAO MUHLBAUER;169;FUNDOS;SERRA ALTA;Antiga Escola Damir Pedro Cubas;89291-050;4215802;SC; ;(47) 3633-7041;223;(47) 3633-6993;15/07/2002;-262.650.983;-493.914.056;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2002;1;954; ;15; ;27;4;2;5;0;0;0;11;3;3;4;3;3;0;16; ; ; ; ; ; ; ; ; ;7; ;4; ;0; ;2; ;0; ;0; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;1;1;1;0;0;forum;3; ;1;1; ;2;2;11;16; ;0;1;4;2;1;0;0;1;5;0;0;0;5
